Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Mike Montgomery, L (1-5)",5.0,7,4,2,1,7,2,6.02,22,90,54,31,13,10,7,7,4,0,47.0,,,-0.136,0.75,0.00%,0.0,-1.1
Kevin McCarthy,1.0,1,0,0,0,0,0,4.67,4,9,6,6,0,0,4,0,0,0,,0.0,0.0,0.022,0.28,0.00%,0.0,0.6
Tim Hill,0.1,1,2,2,1,0,0,4.41,3,18,9,7,1,1,0,2,1,0,,0.0,0.0,-0.034,0.64,0.00%,0.0,-0.7
Scott Barlow,0.2,1,1,1,1,1,0,5.73,4,19,9,5,3,1,1,1,1,0,,2.0,2.0,-0.068,0.41,0.00%,0.0,-1.7
Josh Staumont,1.0,0,0,0,1,0,0,3.38,4,11,6,3,0,3,0,3,2,0,,0.0,0.0,0.018,0.34,0.00%,0.0,0.6
Team Totals,8.0,10,7,5,4,8,2,5.62,37,147,84,52,17,15,12,13,8,0,47.0,2.0,2.0,-0.198,0.6,0.00%,0.0,-2.3
