Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Mookie Betts RF,4.0,2.0,2.0,1.0,1.0,0.0,5.0,0.273,0.347,0.462,0.809,21.0,10.0,0.118,1.27,0.156,-0.038%,0.12%,2.2,0.7,3.0,0.0,
Brock Holt LF,3.0,0.0,2.0,1.0,0.0,0.0,3.0,0.228,0.318,0.246,0.564,16.0,10.0,0.073,1.3,0.108,-0.035%,0.07%,2.25,0.8,4.0,0.0,2B
Chris Young PH-LF,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.243,0.328,0.39,0.718,8.0,4.0,0.085,1.87,0.096,-0.012%,0.09%,3.24,0.5,0.0,0.0,HBP
Eduardo Nunez 2B,5.0,0.0,3.0,4.0,0.0,0.0,5.0,0.321,0.349,0.454,0.803,13.0,11.0,0.293,1.73,0.354,-0.062%,0.30%,2.99,2.2,2.0,2.0,2·2B
Hanley Ramirez DH,4.0,0.0,0.0,0.0,1.0,0.0,5.0,0.25,0.337,0.433,0.77,13.0,10.0,-0.118,0.98,0.01,-0.128%,-0.12%,1.69,-1.5,,,IW
Jackie Bradley Jr. CF,4.0,0.0,0.0,0.0,1.0,3.0,5.0,0.26,0.334,0.434,0.768,23.0,12.0,-0.167,1.47,0.012,-0.179%,-0.17%,2.55,-0.9,0.0,0.0,
Rafael Devers 3B,4.0,2.0,2.0,0.0,1.0,1.0,5.0,0.429,0.5,0.714,1.214,22.0,14.0,0.189,2.1,0.231,-0.042%,0.19%,3.64,0.5,1.0,1.0,
Xander Bogaerts SS,5.0,1.0,1.0,0.0,0.0,0.0,5.0,0.281,0.337,0.409,0.745,11.0,8.0,-0.194,1.81,0.057,-0.250%,-0.20%,3.13,-0.8,1.0,3.0,"2B,GDP"
Mitch Moreland 1B,5.0,3.0,2.0,3.0,0.0,2.0,5.0,0.24,0.331,0.413,0.744,20.0,14.0,0.245,1.34,0.267,-0.022%,0.26%,2.32,2.2,8.0,0.0,"HR,2B"
Christian Vazquez C,5.0,3.0,3.0,3.0,0.0,0.0,5.0,0.279,0.314,0.389,0.703,20.0,12.0,0.852,2.27,0.887,-0.034%,0.89%,3.92,3.3,8.0,1.0,"HR,2B"
,,,,,,,,,,,,,,,,,,,,,,,
Chris Sale P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Blaine Boyer P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Matt Barnes P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Addison Reed P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Craig Kimbrel P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,40.0,12.0,15.0,12.0,4.0,7.0,45.0,0.375,0.444,0.675,1.119,167.0,105.0,1.376,1.63,2.178,-0.802%,1.43%,2.83,7.1,27.0,9.0,
