0,1,2
1.0,Francisco Lindor,SS
2.0,Brandon Guyer,RF
3.0,Michael Brantley,LF
4.0,Jose Ramirez,2B
5.0,Edwin Encarnacion,DH
6.0,Carlos Santana,1B
7.0,Austin Jackson,CF
8.0,Yan Gomes,C
9.0,Gio Urshela,3B
,Carlos Carrasco,P
