Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Twins Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3"
t1,0-0,0,---,"3,(0-2) CTX",O,MIN,Joe Mauer,Rick Porcello,2%,52%,Groundout: SS-1B
t1,0-0,1,---,"4,(0-2) FFFX",O,MIN,Eddie Rosario,Rick Porcello,2%,54%,Groundout: 1B-P (Weak 2B-1B)
t1,0-0,2,---,"5,(2-2) CBCBC",O,MIN,Jorge Polanco,Rick Porcello,1%,55%,Strikeout Looking
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Twins 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Twins 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Twins 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jake Odorizzi facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jake Odorizzi facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jake Odorizzi facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jake Odorizzi facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jake Odorizzi facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jake Odorizzi facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jake Odorizzi facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jake Odorizzi facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jake Odorizzi facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jake Odorizzi facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jake Odorizzi facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Twins' Jake Odorizzi facing 1-2-3"
b1,0-0,0,---,"2,(1-0) BX",O,BOS,Mookie Betts,Jake Odorizzi,-2%,53%,Lineout: CF (Deep CF)
b1,0-0,1,---,"6,(3-2) BBBCFX",,BOS,Andrew Benintendi,Jake Odorizzi,2%,55%,Single to CF (Ground Ball)
b1,0-0,1,1--,"1,(0-0) X",,BOS,J.D. Martinez,Jake Odorizzi,3%,59%,Single to 3B (Ground Ball to Weak 3B); Benintendi to 2B
b1,0-0,1,12-,"7,(3-2) BFBBFFX",R,BOS,Mitch Moreland,Jake Odorizzi,9%,68%,Single to RF (Line Drive to Deep CF-RF); Benintendi Scores; Martinez to 2B
