Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Mookie Betts RF,5.0,1.0,2.0,2.0,0.0,1.0,5.0,0.346,0.431,0.666,1.097,20.0,12.0,0.085,0.87,0.165,-0.080%,0.03%,0.51,1.5,1.0,0.0,"2·2B,SB"
Andrew Benintendi LF,5.0,1.0,2.0,1.0,0.0,1.0,5.0,0.298,0.381,0.509,0.891,23.0,13.0,0.021,0.95,0.092,-0.071%,0.01%,0.55,0.1,1.0,0.0,SB
J.D. Martinez DH,4.0,2.0,2.0,1.0,1.0,2.0,5.0,0.324,0.387,0.642,1.029,12.0,8.0,0.118,0.88,0.174,-0.056%,0.04%,0.51,0.8,,,"HR,IW"
Mitch Moreland 1B,5.0,0.0,1.0,1.0,0.0,3.0,5.0,0.272,0.345,0.489,0.834,24.0,15.0,0.013,0.91,0.091,-0.077%,0.01%,0.53,-0.7,10.0,2.0,
Xander Bogaerts SS,4.0,1.0,1.0,0.0,1.0,1.0,5.0,0.279,0.345,0.519,0.864,17.0,13.0,-0.043,0.79,0.026,-0.069%,-0.01%,0.46,-0.4,2.0,3.0,IW
Rafael Devers 3B,4.0,1.0,2.0,1.0,1.0,1.0,5.0,0.245,0.295,0.425,0.721,19.0,12.0,0.04,0.8,0.076,-0.036%,0.01%,0.47,1.2,0.0,3.0,2B
Brock Holt PR-2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278,0.36,0.371,0.731,,,,,,,,,,0.0,0.0,
Eduardo Nunez 2B-3B,4.0,1.0,2.0,2.0,1.0,1.0,5.0,0.255,0.284,0.366,0.65,17.0,10.0,-0.033,0.98,0.053,-0.085%,-0.01%,0.57,1.3,0.0,1.0,"3B,2B"
Sandy Leon C,5.0,1.0,1.0,0.0,0.0,1.0,5.0,0.223,0.274,0.343,0.617,27.0,18.0,0.008,1.09,0.106,-0.097%,0.00%,0.63,-0.6,8.0,0.0,2B
Jackie Bradley Jr. CF,2.0,2.0,1.0,2.0,2.0,1.0,4.0,0.213,0.302,0.364,0.666,18.0,10.0,0.212,0.94,0.229,-0.017%,0.07%,0.55,2.5,3.0,0.0,3B
,,,,,,,,,,,,,,,,,,,,,,,
Rick Porcello P,,,,,,,,,,,,,,,,,,,,,2.0,1.0,
Heath Hembree P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Tyler Thornburg P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Joe Kelly P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,38.0,10.0,14.0,10.0,6.0,12.0,44.0,0.368,0.455,0.684,1.139,177.0,111.0,0.421,0.92,1.012,-0.588%,0.15%,0.53,5.7,27.0,10.0,
