Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Melvin Mora CF,5.0,1.0,2.0,1.0,0.0,1.0,5.0,0.255,0.337,0.374,0.711,17.0,13.0,0.147,0.75,0.183,-0.036,0%,0.0,1.2,3.0,1.0,CS
Brian Roberts SS,5.0,1.0,1.0,0.0,0.0,1.0,5.0,0.264,0.292,0.34,0.632,18.0,12.0,-0.07,0.98,0.037,-0.107,0%,0.0,-1.5,3.0,2.0,
David Segui 1B,3.0,0.0,1.0,0.0,2.0,1.0,5.0,0.295,0.404,0.458,0.862,20.0,9.0,0.046,0.97,0.1,-0.054,0%,0.0,0.7,4.0,0.0,
Brady Anderson PR-LF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198,0.304,0.3,0.604,,,,,,,,,,0.0,0.0,
Jeff Conine LF-1B,5.0,1.0,2.0,4.0,0.0,1.0,5.0,0.312,0.387,0.465,0.852,13.0,11.0,0.057,1.11,0.12,-0.063,0%,0.0,1.5,4.0,0.0,
Chris Richard RF,5.0,1.0,3.0,0.0,0.0,2.0,5.0,0.272,0.349,0.447,0.796,15.0,12.0,0.094,0.83,0.124,-0.03,0%,0.0,0.4,6.0,0.0,
Cal Ripken Jr. 3B,4.0,1.0,1.0,1.0,0.0,0.0,5.0,0.276,0.309,0.423,0.732,11.0,7.0,-0.039,1.09,0.067,-0.106,0%,0.0,-0.9,1.0,0.0,"SF,GDP"
Tony Batista DH,5.0,1.0,1.0,1.0,0.0,1.0,5.0,0.221,0.261,0.414,0.675,17.0,12.0,0.053,0.7,0.104,-0.051,0%,0.0,0.5,,,
Brook Fordyce C,5.0,3.0,4.0,2.0,0.0,1.0,5.0,0.218,0.272,0.343,0.615,13.0,8.0,0.186,0.56,0.205,-0.019,0%,0.0,3.2,3.0,0.0,"HR,2B"
Jerry Hairston 2B,5.0,2.0,2.0,1.0,0.0,0.0,5.0,0.252,0.314,0.367,0.681,12.0,9.0,0.048,0.66,0.096,-0.048,0%,0.0,0.9,3.0,3.0,CS
,,,,,,,,,,,,,,,,,,,,,,,
Josh Towers P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
John Bale P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Alan Mills P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Buddy Groom P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
B.J. Ryan P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,42.0,11.0,17.0,10.0,2.0,8.0,45.0,0.405,0.422,0.5,0.922,136.0,93.0,0.522,0.84,1.036,-0.514,0.00%,0.0,6.0,27.0,6.0,
