Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Ichiro Suzuki RF,4.0,1.0,0.0,0.0,0.0,0.0,4.0,0.185,0.267,0.259,0.526,12.0,10.0,-0.069,1.08,0.028,-0.097,-0.04%,1.16,-0.4,0.0,0.0,
Jose Lopez 2B,4.0,1.0,2.0,1.0,0.0,0.0,4.0,0.294,0.333,0.529,0.863,15.0,10.0,0.144,1.25,0.199,-0.055,0.09%,1.34,1.2,2.0,1.0,3B
Raul Ibanez LF,4.0,0.0,2.0,1.0,0.0,0.0,4.0,0.314,0.375,0.49,0.865,13.0,10.0,0.053,1.34,0.163,-0.11,0.03%,1.44,0.6,2.0,0.0,3B
Richie Sexson 1B,4.0,0.0,1.0,0.0,0.0,2.0,4.0,0.245,0.302,0.469,0.771,13.0,8.0,-0.146,1.57,0.037,-0.183,-0.09%,1.69,-0.8,9.0,0.0,
Adrián Beltré 3B,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.109,0.212,0.109,0.32,21.0,13.0,-0.203,1.9,0.0,-0.203,-0.13%,2.04,-1.3,2.0,4.0,
Matt Lawton DH,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.25,0.0,0.25,17.0,9.0,-0.105,1.49,0.03,-0.135,-0.07%,1.6,-0.5,,,
Kenji Johjima C,4.0,0.0,2.0,0.0,0.0,0.0,4.0,0.35,0.422,0.575,0.997,12.0,5.0,-0.01,1.46,0.097,-0.106,-0.01%,1.57,-0.1,8.0,0.0,GDP
Jeremy Reed CF,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.263,0.293,0.421,0.714,10.0,8.0,-0.145,1.72,0.0,-0.145,-0.09%,1.86,-1.1,0.0,0.0,
Yuniesky Betancourt SS,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.214,0.233,0.31,0.542,9.0,5.0,-0.115,1.36,0.0,-0.115,-0.07%,1.46,-0.8,1.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,
Jarrod Washburn P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Julio Mateo P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
George Sherrill P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Rafael Soriano P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,33.0,2.0,7.0,2.0,1.0,5.0,34.0,0.212,0.235,0.333,0.569,122.0,78.0,-0.596,1.46,0.554,-1.149,-0.38%,1.57,-3.2,24.0,7.0,
