0,1,2
1.0,Edgar Renteria,SS
2.0,Larry Walker,RF
3.0,Albert Pujols,1B
4.0,Scott Rolen,3B
5.0,Jim Edmonds,CF
6.0,Reggie Sanders,LF
7.0,Tony Womack,2B
8.0,Mike Matheny,C
9.0,Marlon Anderson,DH
,Matt Morris,P
