Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
Ramon Ortiz,6,8,4,4,2,3,1,5.88,25,104,67,37,12,18,4,16,7,0,41.0,,,-0.02,0.85,-0.01%,0.78,-0.6
"Francisco Rodríguez, BS (2), W (4-1)",1,1,1,1,1,2,0,4.98,5,21,13,9,2,2,0,2,1,0,,0.0,0.0,-0.116,2.25,-0.06%,2.06,-0.4
"Brendan Donnelly, H (6)",1,1,0,0,0,1,0,0.0,4,11,7,4,1,2,1,2,0,0,,0.0,0.0,0.153,2.46,0.08%,2.25,0.6
"Troy Percival, S (6)",1,0,0,0,0,2,0,2.08,3,21,15,8,2,5,0,1,0,0,,0.0,0.0,0.224,2.83,0.12%,2.59,0.6
Team Totals,9,10,5,5,3,8,1,5.0,37,157,102,58,17,27,5,21,8,0,41.0,0.0,0.0,0.241,1.37,0.13%,1.25,0.2
