0,1,2
1.0,Alfonso Soriano,LF
2.0,Jose Vidro,2B
3.0,Jose Guillen,RF
4.0,Daryle Ward,DH
5.0,Ryan Zimmerman,3B
6.0,Robert Fick,1B
7.0,Royce Clayton,SS
8.0,Brian Schneider,C
9.0,Marlon Byrd,CF
,Tony Armas,P
