Unnamed: 0,Unnamed: 1,1,2,3,4,5,6,7,8,9,10,11,R,H,E
via Sports Logos.net About logos,Baltimore Orioles,0,2,0,0,3,0,0,1,1,0,1,8,16,2
via Sports Logos.net About logos,Boston Red Sox,0,1,3,0,0,0,1,2,0,0,0,7,11,2
WP: Jose Mercedes (3-3) • LP: Bryce Florie (0-3) • SV: Buddy Groom (4),WP: Jose Mercedes (3-3) • LP: Bryce Florie (0-3) • SV: Buddy Groom (4),WP: Jose Mercedes (3-3) • LP: Bryce Florie (0-3) • SV: Buddy Groom (4),WP: Jose Mercedes (3-3) • LP: Bryce Florie (0-3) • SV: Buddy Groom (4),WP: Jose Mercedes (3-3) • LP: Bryce Florie (0-3) • SV: Buddy Groom (4),WP: Jose Mercedes (3-3) • LP: Bryce Florie (0-3) • SV: Buddy Groom (4),WP: Jose Mercedes (3-3) • LP: Bryce Florie (0-3) • SV: Buddy Groom (4),WP: Jose Mercedes (3-3) • LP: Bryce Florie (0-3) • SV: Buddy Groom (4),WP: Jose Mercedes (3-3) • LP: Bryce Florie (0-3) • SV: Buddy Groom (4),WP: Jose Mercedes (3-3) • LP: Bryce Florie (0-3) • SV: Buddy Groom (4),WP: Jose Mercedes (3-3) • LP: Bryce Florie (0-3) • SV: Buddy Groom (4),WP: Jose Mercedes (3-3) • LP: Bryce Florie (0-3) • SV: Buddy Groom (4),WP: Jose Mercedes (3-3) • LP: Bryce Florie (0-3) • SV: Buddy Groom (4),WP: Jose Mercedes (3-3) • LP: Bryce Florie (0-3) • SV: Buddy Groom (4),WP: Jose Mercedes (3-3) • LP: Bryce Florie (0-3) • SV: Buddy Groom (4),WP: Jose Mercedes (3-3) • LP: Bryce Florie (0-3) • SV: Buddy Groom (4)
