Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Alfonso Soriano 2B,4.0,0.0,1.0,0.0,1.0,1.0,5.0,0.235,0.278,0.265,0.542,15.0,10.0,-0.036,1.32,0.084,-0.12,-0.63%,40.24,0.0,3.0,3.0,
Derek Jeter SS,4.0,0.0,2.0,1.0,0.0,0.0,4.0,0.355,0.429,0.581,1.009,7.0,6.0,0.177,1.56,0.238,-0.061,3.37%,47.4,1.6,2.0,5.0,2B
Jason Giambi DH,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.207,0.324,0.276,0.599,17.0,9.0,-0.178,1.65,0.068,-0.246,-3.54%,50.22,-2.1,,,
Bernie Williams CF,2.0,0.0,1.0,0.0,2.0,0.0,4.0,0.333,0.441,0.444,0.886,15.0,5.0,0.007,1.84,0.069,-0.062,0.29%,56.01,0.3,1.0,0.0,
Jorge Posada C,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.226,0.273,0.355,0.628,16.0,13.0,-0.222,2.24,0.0,-0.222,-3.94%,68.2,-1.9,10.0,2.0,
Hideki Matsui LF,4.0,0.0,0.0,0.0,0.0,3.0,4.0,0.25,0.313,0.429,0.741,15.0,11.0,-0.145,1.33,0.0,-0.145,-2.43%,40.69,-1.2,2.0,0.0,
Nick Johnson 1B,4.0,0.0,0.0,0.0,0.0,3.0,4.0,0.143,0.25,0.286,0.536,15.0,11.0,-0.118,1.08,0.0,-0.118,-1.99%,33.0,-0.9,5.0,0.0,
Aaron Boone 3B,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.125,0.16,0.167,0.327,14.0,9.0,-0.063,0.79,0.0,-0.063,-1.06%,24.08,-0.5,1.0,1.0,
Ruben Sierra PH,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.25,0.25,1.0,1.25,4.0,3.0,0.058,1.05,0.058,0.0,0.98%,32.01,1.0,,,HR
David Dellucci RF,3.0,1.0,1.0,0.0,0.0,1.0,4.0,0.333,0.5,0.333,0.833,10.0,7.0,0.0,1.45,0.104,-0.104,0.18%,44.15,0.5,0.0,0.0,"SB,HBP"
,,,,,,,,,,,,,,,,,,,,,,,
Mike Mussina P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Felix Heredia P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Jeff Nelson P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,32.0,2.0,6.0,2.0,4.0,12.0,37.0,0.188,0.297,0.313,0.61,128.0,84.0,-0.52,1.47,0.621,-1.141,-8.77%,44.93,-3.2,24.0,11.0,
