0,1,2
1.0,Craig Biggio,CF
2.0,Geoff Blum,3B
3.0,Jeff Bagwell,1B
4.0,Jeff Kent,2B
5.0,Lance Berkman,LF
6.0,Richard Hidalgo,RF
7.0,Orlando Merced,DH
8.0,Jose Vizcaino,SS
9.0,Brad Ausmus,C
,Wade Miller,P
