Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Kip Wells, L (5-6)",3,8,7,6,2,1,1,4.3,20,72,46,30,4,12,5,12,3,0,16.0,,,-0.295,0.88,-0.12%,0.58,-5.4
Ryan Vogelsong,3,2,1,1,0,3,0,5.01,11,52,33,16,4,13,3,5,0,0,,2.0,1.0,-0.003,0.04,-0.00%,0.03,0.7
Salomon Torres,1,0,0,0,0,1,0,2.51,3,14,9,3,3,3,2,0,0,0,,0.0,0.0,0.0,0.0,0.00%,0.0,0.5
Brian Meadows,1,0,0,0,1,1,0,5.46,4,13,7,6,0,1,1,1,0,0,,0.0,0.0,0.0,0.0,0.00%,0.0,0.5
Team Totals,8,10,8,7,3,6,1,7.88,38,151,95,55,11,29,11,18,3,0,16.0,2.0,1.0,-0.298,0.48,-0.12%,0.32,-3.6
