0,1,2
1.0,Doug Glanville,CF
2.0,Jimmy Rollins,SS
3.0,Bobby Abreu,RF
4.0,Scott Rolen,3B
5.0,Travis Lee,1B
6.0,Pat Burrell,DH
7.0,Eric Valent,LF
8.0,Johnny Estrada,C
9.0,Marlon Anderson,2B
,Robert Person,P
