Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Peter Bergeron CF,4.0,0.0,1.0,0.0,0.0,2.0,4.0,0.248,0.315,0.345,0.66,16.0,12.0,-0.124,1.43,0.054,-0.178,-0.03%,0.67,-0.8,1.0,0.0,"2B,GDP"
Wilton Guerrero RF,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.258,0.298,0.295,0.593,20.0,15.0,-0.003,1.17,0.076,-0.079,-0.00%,0.55,-0.3,3.0,0.0,
Jose Vidro 2B,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.357,0.397,0.582,0.98,15.0,10.0,-0.163,1.5,0.0,-0.163,-0.05%,0.69,-1.2,3.0,2.0,
Vladimir Guerrero DH,2.0,0.0,0.0,0.0,2.0,2.0,4.0,0.357,0.426,0.685,1.111,19.0,8.0,0.007,1.23,0.056,-0.05,0.00%,0.57,-0.1,,,
Tomas de la Rosa PR-DH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Lee Stevens 1B,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.26,0.345,0.497,0.841,14.0,9.0,-0.219,2.01,0.0,-0.219,-0.06%,0.94,-1.5,7.0,2.0,
Geoff Blum SS,4.0,1.0,1.0,0.0,0.0,2.0,4.0,0.257,0.339,0.404,0.742,12.0,8.0,0.034,1.11,0.12,-0.086,0.01%,0.52,-0.0,1.0,4.0,3B
Fernando Seguignol LF,4.0,0.0,1.0,1.0,0.0,1.0,4.0,0.333,0.333,0.6,0.933,13.0,12.0,0.043,1.34,0.125,-0.082,0.01%,0.63,0.1,1.0,0.0,2B
Michael Barrett 3B,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.217,0.277,0.303,0.58,9.0,7.0,-0.063,0.98,0.027,-0.09,-0.02%,0.46,-0.5,1.0,2.0,
Lenny Webster C,2.0,0.0,1.0,0.0,1.0,0.0,3.0,0.182,0.211,0.218,0.429,15.0,8.0,-0.016,1.35,0.056,-0.072,-0.00%,0.63,0.1,5.0,0.0,
Andy Tracy PH,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14,0.218,0.26,0.478,4.0,2.0,-0.042,1.35,0.0,-0.042,-0.01%,0.63,-0.3,,,
,,,,,,,,,,,,,,,,,,,,,,,
Javier Vazquez P,,,,,,,,,,,,,,,,,,,,,2.0,0.0,
Team Totals,33.0,1.0,6.0,1.0,3.0,12.0,36.0,0.182,0.25,0.303,0.553,137.0,91.0,-0.546,1.35,0.514,-1.061,-0.15%,0.63,-4.5,24.0,10.0,
