Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
Wade Miller,6.0,7,2,2,2,2,0,4.7,24,87,54,36,7,11,8,12,3,0,50.0,,,0.097,1.25,0.08%,1.65,1.4
Brad Lidge,2.0,2,0,0,1,4,0,1.52,9,43,27,14,6,7,1,3,1,0,,0.0,0.0,0.209,2.22,0.17%,2.91,1.1
Billy Wagner,1.0,1,0,0,1,2,0,1.6,5,23,14,7,6,1,1,1,0,0,,0.0,0.0,0.152,3.19,0.12%,4.19,0.6
Octavio Dotel,2.0,2,0,0,2,2,0,1.63,11,39,21,11,5,5,5,2,1,0,,0.0,0.0,0.303,3.73,0.24%,4.9,1.1
"Nate Bland, L (1-2)",2.0,1,1,1,1,0,0,4.08,7,31,19,12,5,2,3,3,1,0,,0.0,0.0,0.231,2.19,0.18%,2.88,0.7
Peter Munro,0.1,1,0,0,0,0,0,5.21,2,4,4,2,1,1,1,1,1,0,,1.0,1.0,-0.276,3.15,-0.22%,4.14,-0.6
Team Totals,13.1,14,3,3,7,10,0,2.02,58,227,139,82,30,27,19,22,7,0,50.0,1.0,1.0,0.716,2.22,0.56%,2.91,4.4
