0,1,2
1.0,Ichiro Suzuki,RF
2.0,Carlos Guillen,3B
3.0,Bret Boone,2B
4.0,John Olerud,1B
5.0,Mike Cameron,CF
6.0,Randy Winn,LF
7.0,John Mabry,DH
8.0,Rey Sanchez,SS
9.0,Dan Wilson,C
,Ryan Franklin,P
