Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Chone Figgins CF,4.0,1.0,1.0,0.0,1.0,0.0,5.0,0.286,0.342,0.389,0.731,14.0,7.0,0.015,0.91,0.083,-0.068,0.02%,2.22,-0.1,4.0,0.0,2B
Orlando Cabrera SS,4.0,0.0,1.0,1.0,0.0,1.0,4.0,0.256,0.31,0.365,0.675,14.0,10.0,0.021,1.16,0.108,-0.087,0.03%,2.83,-0.4,2.0,1.0,2B
Garret Anderson LF,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.289,0.317,0.427,0.744,23.0,15.0,-0.143,0.82,0.011,-0.154,-0.21%,2.0,-1.1,3.0,0.0,
Vladimir Guerrero RF,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.316,0.391,0.567,0.958,13.0,5.0,-0.022,0.71,0.038,-0.061,-0.03%,1.73,-0.8,1.0,0.0,"HBP,GDP"
Darin Erstad 1B,4.0,1.0,1.0,0.0,0.0,0.0,4.0,0.278,0.334,0.37,0.705,15.0,10.0,0.049,0.84,0.096,-0.047,0.07%,2.06,0.4,5.0,2.0,
Bengie Molina C,4.0,0.0,1.0,1.0,0.0,1.0,4.0,0.297,0.335,0.451,0.786,16.0,12.0,0.014,0.66,0.048,-0.034,0.02%,1.61,0.1,10.0,0.0,
Casey Kotchman DH,4.0,0.0,2.0,0.0,0.0,0.0,4.0,0.264,0.347,0.54,0.887,9.0,7.0,-0.017,0.68,0.022,-0.038,-0.02%,1.67,-0.0,,,2B
Jeff DaVanon PR-DH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.239,0.354,0.322,0.676,,,,,,,,,,,,
Robb Quinlan 3B,4.0,0.0,0.0,1.0,0.0,1.0,4.0,0.218,0.262,0.386,0.648,15.0,10.0,-0.032,0.8,0.019,-0.051,-0.05%,1.94,-0.8,0.0,1.0,
Adam Kennedy 2B,2.0,0.0,1.0,0.0,2.0,1.0,4.0,0.301,0.36,0.364,0.724,21.0,10.0,0.055,0.68,0.067,-0.012,0.08%,1.67,0.8,1.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,
Paul Byrd P,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Scot Shields P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Francisco Rodríguez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,33.0,3.0,8.0,3.0,3.0,5.0,37.0,0.242,0.324,0.333,0.658,140.0,86.0,-0.06,0.81,0.492,-0.552,-0.09%,1.97,-1.9,27.0,5.0,
