0,1,2
1.0,Chris Magruder,RF
2.0,Jolbert Cabrera,2B
3.0,Ellis Burks,DH
4.0,Jim Thome,1B
5.0,Bill Selby,3B
6.0,Milton Bradley,CF
7.0,Ben Broussard,LF
8.0,Einar Díaz,C
9.0,John McDonald,SS
,Ryan Drese,P
