Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Michael Young SS,6.0,0.0,2.0,0.0,0.0,1.0,6.0,0.332,0.377,0.505,0.882,17.0,11.0,0.132,1.34,0.24,-0.108,0.14%,2.41,0.5,2.0,4.0,2B
Hank Blalock 3B,5.0,0.0,0.0,0.0,0.0,2.0,5.0,0.303,0.369,0.572,0.941,18.0,13.0,-0.183,1.02,0.0,-0.183,-0.20%,1.83,-2.0,0.0,1.0,
Alfonso Soriano 2B,2.0,2.0,2.0,2.0,1.0,0.0,5.0,0.289,0.33,0.466,0.796,23.0,12.0,0.206,1.16,0.206,0.0,0.22%,2.09,1.8,2.0,3.0,"HR,SB,HBP,SF"
Brad Fullmer DH,5.0,0.0,2.0,0.0,0.0,2.0,5.0,0.244,0.316,0.458,0.774,15.0,12.0,-0.067,1.23,0.112,-0.179,-0.07%,2.21,-0.7,,,2B
Mark Teixeira 1B,4.0,1.0,1.0,2.0,0.0,0.0,5.0,0.275,0.369,0.554,0.923,10.0,9.0,0.015,0.81,0.094,-0.079,0.02%,1.46,-0.4,8.0,1.0,"HR,SF"
Eric Young Sr. LF,5.0,1.0,5.0,0.0,0.0,0.0,5.0,0.329,0.413,0.398,0.811,17.0,12.0,0.119,0.57,0.119,0.0,0.13%,1.03,2.0,2.0,0.0,2B
Kevin Mench RF,4.0,1.0,1.0,2.0,0.0,0.0,4.0,0.276,0.319,0.529,0.849,9.0,7.0,0.03,0.87,0.132,-0.102,0.03%,1.56,-0.3,3.0,0.0,"HR,GDP"
Gary Matthews RF,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.28,0.348,0.456,0.804,2.0,2.0,0.069,1.02,0.069,0.0,0.07%,1.84,0.9,0.0,0.0,2B
Laynce Nix CF,4.0,0.0,2.0,0.0,1.0,1.0,5.0,0.291,0.341,0.57,0.911,17.0,11.0,0.013,0.79,0.05,-0.038,0.01%,1.43,0.2,1.0,0.0,IW
Rod Barajas C,4.0,0.0,1.0,0.0,0.0,2.0,4.0,0.27,0.289,0.53,0.819,16.0,13.0,0.006,1.08,0.067,-0.061,0.01%,1.95,-0.6,4.0,0.0,
Jason Conti PR,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.182,0.25,0.236,0.486,,,0.0,,0.0,0.0,0%,,0.0,,,
Danny Ardoin C,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.125,0.364,0.125,0.489,5.0,3.0,-0.058,1.83,0.0,-0.058,-0.06%,3.29,-0.8,4.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Ryan Drese P,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Frank Francisco P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Brian Shouse P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Francisco Cordero P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Team Totals,41.0,6.0,17.0,6.0,2.0,8.0,46.0,0.415,0.435,0.732,1.166,149.0,105.0,0.282,1.03,1.089,-0.808,0.30%,1.85,0.6,27.0,10.0,
