Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Chone Figgins CF-3B,4.0,0.0,1.0,1.0,0.0,1.0,4.0,0.288,0.343,0.39,0.733,15.0,12.0,0.053,1.27,0.127,-0.074,0.07%,2.84,-0.0,1.0,0.0,
Orlando Cabrera SS,3.0,1.0,1.0,1.0,1.0,0.0,4.0,0.256,0.311,0.365,0.676,16.0,9.0,0.152,0.96,0.18,-0.029,0.21%,2.16,1.1,3.0,2.0,HR
Garret Anderson LF,4.0,0.0,2.0,0.0,0.0,0.0,4.0,0.289,0.318,0.43,0.748,7.0,6.0,-0.096,1.33,0.086,-0.182,-0.13%,2.98,-0.4,0.0,0.0,"2·2B,GDP"
Vladimir Guerrero RF,2.0,0.0,2.0,0.0,2.0,0.0,4.0,0.318,0.394,0.569,0.962,10.0,2.0,0.118,1.22,0.118,0.0,0.16%,2.73,0.9,1.0,0.0,"2B,2·IW"
Darin Erstad 1B,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.279,0.336,0.372,0.708,12.0,9.0,-0.205,2.0,0.0,-0.205,-0.28%,4.49,-1.5,10.0,0.0,
Bengie Molina C,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.301,0.34,0.458,0.798,14.0,9.0,0.029,1.9,0.169,-0.141,0.04%,4.25,-0.5,7.0,1.0,2B
Zach Sorensen PR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
José Molina C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.279,0.333,0.612,,,,,,,,,,0.0,1.0,
Casey Kotchman DH,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.241,0.333,0.532,0.865,13.0,9.0,-0.097,1.54,0.0,-0.097,-0.13%,3.46,-0.9,,,
Robb Quinlan 3B,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.227,0.272,0.402,0.674,10.0,8.0,-0.066,0.86,0.0,-0.066,-0.09%,1.93,-0.5,2.0,2.0,
Steve Finley PH-CF,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.215,0.267,0.356,0.624,2.0,2.0,-0.205,4.28,0.0,-0.205,-0.28%,9.61,-0.6,0.0,0.0,
Adam Kennedy 2B,4.0,1.0,1.0,0.0,0.0,1.0,4.0,0.303,0.357,0.366,0.723,12.0,10.0,-0.106,1.52,0.043,-0.149,-0.14%,3.41,-0.5,1.0,4.0,2B
,,,,,,,,,,,,,,,,,,,,,,,
John Lackey P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Brendan Donnelly P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Kelvim Escobar P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Scot Shields P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,33.0,2.0,8.0,2.0,3.0,7.0,36.0,0.242,0.306,0.485,0.79,111.0,76.0,-0.423,1.49,0.723,-1.148,-0.57%,3.35,-2.9,25.0,11.0,
