0,1,2
1.0,Craig Counsell,3B
2.0,Junior Spivey,2B
3.0,Luis Gonzalez,LF
4.0,Erubiel Durazo,DH
5.0,Jose Guillen,RF
6.0,Mark Grace,1B
7.0,Steve Finley,CF
8.0,Rod Barajas,C
9.0,Tony Womack,SS
,Miguel Batista,P
