0,1,2
1.0,Sean Burroughs,3B
2.0,Mark Loretta,2B
3.0,Brian Giles,RF
4.0,Phil Nevin,1B
5.0,Jay Payton,CF
6.0,Terrence Long,LF
7.0,Ramon Hernandez,C
8.0,Xavier Nady,DH
9.0,Khalil Greene,SS
,Brian Lawrence,P
