Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Luis Castillo 2B,3.0,1.0,1.0,0.0,2.0,2.0,5.0,0.237,0.337,0.325,0.662,25.0,15.0,0.094,1.12,0.144,-0.05,0.05%,0.93,1.0,1.0,5.0,
John Mabry RF,5.0,0.0,0.0,0.0,0.0,2.0,5.0,0.139,0.262,0.25,0.512,16.0,10.0,-0.165,1.4,0.0,-0.165,-0.08%,1.17,-1.6,2.0,0.0,
Cliff Floyd LF,4.0,0.0,1.0,1.0,0.0,1.0,4.0,0.33,0.42,0.629,1.049,15.0,10.0,-0.03,1.33,0.071,-0.101,-0.01%,1.11,-0.2,1.0,0.0,
Preston Wilson CF,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.3,0.351,0.475,0.826,12.0,9.0,-0.134,1.3,0.0,-0.134,-0.07%,1.08,-1.3,3.0,0.0,
Mike Lowell 3B,4.0,1.0,3.0,1.0,0.0,0.0,4.0,0.314,0.362,0.551,0.914,14.0,9.0,0.122,0.96,0.157,-0.035,0.06%,0.8,1.9,0.0,1.0,HR
Charles Johnson C,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.297,0.366,0.568,0.934,16.0,10.0,-0.054,1.18,0.038,-0.092,-0.03%,0.98,-0.4,7.0,0.0,
Kevin Millar DH,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.312,0.336,0.523,0.859,16.0,12.0,-0.145,1.07,0.0,-0.145,-0.07%,0.9,-1.5,,,
Derrek Lee 1B,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.214,0.276,0.359,0.635,12.0,8.0,-0.025,0.92,0.049,-0.074,-0.01%,0.77,-0.2,8.0,1.0,HBP
Alex Gonzalez SS,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.256,0.335,0.384,0.719,10.0,8.0,-0.059,1.19,0.04,-0.099,-0.03%,0.98,-0.5,1.0,2.0,
,,,,,,,,,,,,,,,,,,,,,,,
Ryan Dempster P,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
Armando Almanza P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,35.0,2.0,8.0,2.0,2.0,6.0,38.0,0.229,0.289,0.314,0.604,136.0,91.0,-0.396,1.16,0.499,-0.895,-0.20%,0.97,-3.0,24.0,10.0,
