Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Tom Glavine, W (9-5)",7.2,6,3,3,4,3,0,3.61,33,120,66,37,5,24,15,9,4,0,54.0,,,0.206,0.74,0.18%,1.06,3.1
John Rocker,0.0,0,0,0,1,0,0,4.81,1,6,2,0,0,2,0,0,0,0,,3.0,1.0,-0.067,2.44,-0.06%,3.52,-1.0
"Kerry Ligtenberg, S (7)",1.1,1,0,0,1,0,0,3.86,6,30,18,8,2,8,2,3,0,0,,3.0,1.0,0.181,3.05,0.16%,4.4,0.5
Team Totals,9.0,7,3,3,6,3,0,3.0,40,156,86,45,7,34,17,12,4,0,54.0,6.0,2.0,0.32,1.17,0.28%,1.69,2.5
