Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Devil Rays Batting, Tied 0-0, Red Sox' John Burkett facing 1-2-3","Top of the 1st, Devil Rays Batting, Tied 0-0, Red Sox' John Burkett facing 1-2-3","Top of the 1st, Devil Rays Batting, Tied 0-0, Red Sox' John Burkett facing 1-2-3","Top of the 1st, Devil Rays Batting, Tied 0-0, Red Sox' John Burkett facing 1-2-3","Top of the 1st, Devil Rays Batting, Tied 0-0, Red Sox' John Burkett facing 1-2-3","Top of the 1st, Devil Rays Batting, Tied 0-0, Red Sox' John Burkett facing 1-2-3","Top of the 1st, Devil Rays Batting, Tied 0-0, Red Sox' John Burkett facing 1-2-3","Top of the 1st, Devil Rays Batting, Tied 0-0, Red Sox' John Burkett facing 1-2-3","Top of the 1st, Devil Rays Batting, Tied 0-0, Red Sox' John Burkett facing 1-2-3","Top of the 1st, Devil Rays Batting, Tied 0-0, Red Sox' John Burkett facing 1-2-3","Top of the 1st, Devil Rays Batting, Tied 0-0, Red Sox' John Burkett facing 1-2-3","Top of the 1st, Devil Rays Batting, Tied 0-0, Red Sox' John Burkett facing 1-2-3"
t1,0-0,0,---,"2,(1-0) BX",O,TBD,Carl Crawford,John Burkett,2%,52%,Flyball: CF
t1,0-0,1,---,"6,(3-2) BCSBBX",O,TBD,Rocco Baldelli,John Burkett,2%,54%,Groundout: 3B-1B
t1,0-0,2,---,"9,(3-2) CSFBBBFFB",,TBD,Aubrey Huff,John Burkett,-1%,53%,Walk
t1,0-0,2,1--,"2,(0-1) C1X",,TBD,Ben Grieve,John Burkett,-2%,51%,Single to LF (Ground Ball thru Deep 3B); Huff to 2B
t1,0-0,2,12-,"2,(0-1) FX",R,TBD,Al Martin,John Burkett,-9%,42%,Single to RF (Fly Ball to CF-RF); Huff Scores; Grieve to 2B
t1,1-0,2,12-,"5,(2-2) BBCCC",O,TBD,Marlon Anderson,John Burkett,4%,46%,Strikeout Looking
,,,,,,,,,"1 run, 2 hits, 0 errors, 2 LOB. Devil Rays 1, Red Sox 0.","1 run, 2 hits, 0 errors, 2 LOB. Devil Rays 1, Red Sox 0.","1 run, 2 hits, 0 errors, 2 LOB. Devil Rays 1, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Behind 0-1, Devil Rays' Steve Parris facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Devil Rays' Steve Parris facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Devil Rays' Steve Parris facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Devil Rays' Steve Parris facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Devil Rays' Steve Parris facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Devil Rays' Steve Parris facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Devil Rays' Steve Parris facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Devil Rays' Steve Parris facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Devil Rays' Steve Parris facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Devil Rays' Steve Parris facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Devil Rays' Steve Parris facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Devil Rays' Steve Parris facing 1-2-3"
b1,0-1,0,---,"6,(2-2) CFBBFX",O,BOS,Johnny Damon,Steve Parris,-2%,43%,Groundout: 2B-1B
b1,0-1,1,---,"3,(1-1) BFX",,BOS,Todd Walker,Steve Parris,3%,46%,Single to CF (Fly Ball to LF-CF)
b1,0-1,1,1--,"2,(1-0) BX",O,BOS,Nomar Garciaparra,Steve Parris,-3%,43%,Flyball: RF
b1,0-1,2,1--,"7,(2-2) CBFF1BFX",O,BOS,Manny Ramirez,Steve Parris,-2%,40%,Popfly: 2B (Short RF)
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Devil Rays 1, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Devil Rays 1, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Devil Rays 1, Red Sox 0."
