Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
George Lombard LF,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.289,0.319,0.511,0.83,24.0,17.0,-0.063,0.62,0.0,-0.063,-0.00%,0.01,-1.5,1.0,0.0,
Damion Easley 2B,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.194,0.296,0.333,0.629,12.0,7.0,-0.046,0.58,0.025,-0.071,-0.00%,0.01,-0.6,5.0,3.0,2·HBP
Robert Fick RF,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.29,0.351,0.482,0.833,20.0,13.0,-0.029,0.28,0.0,-0.029,0%,0.01,-0.9,2.0,0.0,
Shane Halter 3B,4.0,0.0,1.0,0.0,0.0,2.0,4.0,0.252,0.323,0.371,0.694,16.0,11.0,-0.022,0.24,0.002,-0.024,0%,0.01,-0.6,0.0,2.0,
Wendell Magee CF,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.273,0.294,0.406,0.7,19.0,13.0,-0.019,0.18,0.0,-0.019,0%,0.0,-0.8,1.0,0.0,
Craig Paquette 1B,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.198,0.237,0.333,0.57,14.0,9.0,-0.014,0.13,0.0,-0.014,0%,0.0,-0.8,6.0,1.0,
Brandon Inge C,2.0,0.0,0.0,0.0,2.0,2.0,4.0,0.252,0.321,0.449,0.77,20.0,11.0,0.029,0.2,0.03,-0.001,0%,0.0,0.4,6.0,1.0,
Damian Jackson DH,2.0,0.0,0.0,0.0,1.0,1.0,3.0,0.257,0.329,0.379,0.708,15.0,11.0,-0.011,0.41,0.011,-0.022,0%,0.01,0.1,,,
Ramon Santiago SS,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.248,0.309,0.404,0.713,6.0,4.0,0.01,0.43,0.024,-0.014,0%,0.01,-0.4,3.0,4.0,
,,,,,,,,,,,,,,,,,,,,,,,
Mike Maroth P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Julio Santana P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Jose Lima P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,29.0,0.0,2.0,0.0,3.0,10.0,34.0,0.069,0.206,0.069,0.275,146.0,96.0,-0.165,0.34,0.092,-0.257,-0.00%,0.01,-5.0,24.0,12.0,
