Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Chris Young, W (1-1)",5.2,2,1,1,2,5,0,4.02,22,116,74,47,10,17,6,9,0,0,64.0,,,0.206,0.8,0.13%,0.85,2.3
Jeff Nelson,0.2,0,3,3,4,0,0,6.61,6,28,8,4,0,4,2,0,0,0,,1.0,0.0,-0.005,0.51,-0.00%,0.54,-0.8
Ron Mahay,0.1,2,2,2,0,0,2,2.41,3,9,5,4,0,1,1,2,0,0,,3.0,3.0,-0.135,0.7,-0.09%,0.74,-3.5
"Doug Brocail, H (2)",1.1,0,0,0,0,1,0,5.73,4,20,11,7,0,4,1,2,0,0,,0.0,0.0,0.124,1.15,0.08%,1.21,0.7
"Francisco Cordero, S (42)",1.0,1,0,0,0,1,0,2.01,3,16,10,3,3,4,2,0,0,0,,0.0,0.0,0.112,2.12,0.07%,2.24,0.6
Team Totals,9.0,5,6,6,6,7,2,6.0,38,189,108,65,13,30,12,13,0,0,64.0,4.0,3.0,0.302,0.89,0.19%,0.94,-0.6
