Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"José Contreras, W (10-5)",6.0,4,4,4,5,8,1,5.21,27,111,66,34,9,23,8,6,3,0,51.0,,,-0.053,1.06,-0.03%,1.15,-0.4
"Neal Cotts, H (3)",0.1,1,1,1,0,1,0,5.63,2,8,7,4,1,2,1,0,0,0,,0.0,0.0,-0.004,2.12,-0.00%,2.31,-0.0
Michael Jackson,0.0,1,0,0,0,0,0,4.76,1,7,5,5,0,0,0,1,1,0,,1.0,0.0,-0.102,2.15,-0.07%,2.34,-0.7
"Damaso Marte, H (17)",1.0,0,0,0,0,0,0,2.98,3,11,7,3,1,3,1,2,0,0,,2.0,1.0,0.112,2.07,0.07%,2.25,0.5
"Cliff Politte, H (17)",0.1,2,0,0,1,0,0,4.6,4,18,11,8,1,2,1,2,2,0,,0.0,0.0,-0.079,1.02,-0.05%,1.11,-0.5
"Shingo Takatsu, S (11)",1.1,1,2,2,1,1,1,1.99,6,24,12,8,1,3,1,3,0,0,,3.0,0.0,0.163,2.02,0.11%,2.2,-0.6
Team Totals,9.0,9,7,7,7,10,2,7.0,43,179,108,62,13,33,12,14,6,0,51.0,6.0,1.0,0.037,1.33,0.02%,1.44,-1.6
