Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
Steve Parris,6,6,2,2,2,2,2,4.0,25,103,64,43,1,20,8,13,0,0,52.0,,,0.188,1.13,0.10%,1.06,1.4
"Travis Harper, H (2)",1,0,1,1,1,1,0,1.74,4,18,10,6,2,2,1,1,0,0,,0.0,0.0,0.01,1.31,0.01%,1.22,0.2
"Lance Carter, BS (1), L (3-1)",1,4,3,3,1,1,0,3.27,7,30,17,14,1,2,2,3,1,0,,1.0,1.0,-0.65,2.3,-0.36%,2.15,-3.0
Team Totals,8,10,6,6,4,4,2,6.75,36,151,91,63,4,24,11,17,1,0,52.0,1.0,1.0,-0.452,1.43,-0.25%,1.33,-1.4
