Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Dave Roberts LF,4.0,1.0,2.0,0.0,0.0,1.0,4.0,0.299,0.393,0.449,0.842,14.0,12.0,-0.009,0.93,0.057,-0.066,-0.01%,1.24,0.0,2.0,0.0,3B
Cesar Izturis SS,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.314,0.348,0.393,0.74,11.0,8.0,-0.093,1.0,0.0,-0.093,-0.07%,1.34,-1.0,2.0,3.0,SH
Milton Bradley CF,2.0,0.0,1.0,1.0,1.0,0.0,4.0,0.268,0.355,0.413,0.769,17.0,9.0,0.033,1.11,0.12,-0.087,0.03%,1.48,0.3,3.0,0.0,HBP
Shawn Green 1B,4.0,0.0,2.0,0.0,0.0,1.0,4.0,0.25,0.344,0.423,0.767,15.0,11.0,0.01,0.79,0.059,-0.049,0.01%,1.06,0.1,6.0,0.0,2B
Paul Lo Duca C,3.0,0.0,0.0,0.0,1.0,1.0,4.0,0.35,0.391,0.47,0.862,23.0,13.0,-0.079,1.08,0.024,-0.103,-0.06%,1.45,-0.9,6.0,0.0,
Adrián Beltré 3B,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.295,0.329,0.538,0.868,21.0,14.0,-0.119,1.17,0.0,-0.119,-0.10%,1.56,-1.3,1.0,1.0,
Juan Encarnacion RF,3.0,0.0,1.0,0.0,1.0,1.0,4.0,0.254,0.289,0.446,0.736,13.0,7.0,-0.032,0.9,0.039,-0.071,-0.03%,1.21,-0.3,3.0,0.0,
Olmedo Saenz DH,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.275,0.34,0.525,0.865,17.0,10.0,-0.049,0.79,0.023,-0.072,-0.04%,1.06,-0.5,,,
Alex Cora 2B,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.283,0.37,0.408,0.778,13.0,10.0,-0.021,0.81,0.023,-0.044,-0.02%,1.09,-0.2,1.0,2.0,
Robin Ventura PH,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.22,0.281,0.237,0.519,5.0,3.0,-0.037,1.35,0.0,-0.037,-0.03%,1.81,-0.5,,,
,,,,,,,,,,,,,,,,,,,,,,,
Hideo Nomo P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Wilson Alvarez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Duaner Sanchez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,31.0,1.0,8.0,1.0,3.0,7.0,36.0,0.258,0.343,0.355,0.698,149.0,97.0,-0.396,0.97,0.345,-0.741,-0.32%,1.3,-4.4,24.0,6.0,
