Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
José Reyes SS,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.293,0.352,0.482,0.834,11.0,8.0,-0.046,0.42,0.0,-0.046,-0.01%,0.21,-1.0,0.0,3.0,
Paul Lo Duca DH,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.283,0.326,0.398,0.723,12.0,5.0,-0.016,0.25,0.006,-0.022,-0.01%,0.12,0.1,,,"2B,HBP"
Carlos Beltrán CF,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.287,0.401,0.615,1.017,18.0,12.0,-0.02,0.2,0.001,-0.02,-0.01%,0.1,-0.5,4.0,0.0,
Carlos Delgado 1B,4.0,1.0,1.0,1.0,0.0,2.0,4.0,0.262,0.345,0.538,0.883,17.0,10.0,-0.014,0.24,0.01,-0.024,-0.00%,0.12,-0.0,11.0,0.0,HR
David Wright 3B,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.328,0.396,0.592,0.988,10.0,7.0,-0.017,0.16,0.0,-0.017,-0.01%,0.08,-0.8,0.0,2.0,
Jose Valentin 2B,4.0,1.0,1.0,1.0,0.0,1.0,4.0,0.295,0.335,0.544,0.879,11.0,8.0,-0.012,0.13,0.002,-0.014,-0.00%,0.06,0.4,3.0,4.0,HR
Endy Chavez RF,4.0,0.0,2.0,0.0,0.0,1.0,4.0,0.275,0.317,0.399,0.716,14.0,10.0,-0.014,0.23,0.007,-0.02,-0.00%,0.11,0.1,1.0,0.0,2B
Ramon Castro C,4.0,0.0,1.0,0.0,0.0,3.0,4.0,0.256,0.343,0.419,0.762,23.0,14.0,0.012,0.2,0.02,-0.008,0.00%,0.1,-0.5,4.0,0.0,
Lastings Milledge LF,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.241,0.297,0.434,0.73,10.0,8.0,-0.03,0.39,0.0,-0.03,-0.01%,0.19,-0.9,1.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Pedro Martinez P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Darren Oliver P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Chad Bradford P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Pedro Feliciano P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,33.0,2.0,6.0,2.0,1.0,10.0,35.0,0.182,0.229,0.424,0.653,126.0,82.0,-0.157,0.24,0.046,-0.201,-0.05%,0.12,-3.2,24.0,10.0,
