Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Hideo Nomo, L (3-7)",3.1,6,4,4,3,3,0,7.56,18,85,44,24,8,12,2,9,5,0,32.0,,,-0.217,1.3,-0.18%,1.74,-2.4
Wilson Alvarez,3.0,0,0,0,3,1,0,3.04,12,49,28,14,4,10,3,5,0,0,,1.0,0.0,0.094,0.44,0.08%,0.59,2.2
Duaner Sanchez,1.2,0,0,0,0,1,0,1.76,5,14,10,5,2,3,1,3,0,0,,0.0,0.0,0.019,0.14,0.01%,0.19,0.9
Team Totals,8.0,6,4,4,6,5,0,4.5,35,148,82,43,14,25,6,17,5,0,32.0,1.0,0.0,-0.104,0.86,-0.08%,1.16,0.8
