Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Joe Blanton, W (10-11)",6.1,6,2,2,2,3,0,3.57,27,90,55,35,4,16,11,11,4,0,54.0,,,0.136,1.07,0.21%,2.73,1.4
"Ricardo Rincon, H (16)",0.1,0,0,0,0,0,0,4.72,1,4,3,1,2,0,1,0,0,0,,2.0,1.0,0.044,2.41,0.07%,6.18,0.1
"Justin Duchscherer, H (10)",1.1,0,0,0,0,2,0,2.34,4,16,11,5,3,3,1,1,1,0,,1.0,0.0,0.09,0.82,0.14%,2.1,0.9
Huston Street,1.0,1,0,0,0,1,0,1.36,4,20,11,4,2,5,1,2,0,0,,0.0,0.0,0.021,0.25,0.03%,0.65,0.5
Team Totals,9.0,7,2,2,2,6,0,2.0,36,130,80,45,11,24,14,14,5,0,54.0,3.0,1.0,0.291,0.99,0.45%,2.53,2.9
