0,1,2
1.0,Grady Sizemore,CF
2.0,Casey Blake,RF
3.0,Travis Hafner,DH
4.0,Victor Martinez,C
5.0,Ben Broussard,1B
6.0,Ronnie Belliard,2B
7.0,Jody Gerut,LF
8.0,Aaron Boone,3B
9.0,Jhonny Peralta,SS
,Cliff Lee,P
