Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
Julio Santana,5.2,5,2,2,5,3,1,4.09,27,111,53,34,7,12,6,13,3,0,49.0,,,0.09,0.94,0.03%,0.55,1.2
"Anthony Telford, H (6), L (5-4)",1.0,0,2,2,2,2,0,4.35,5,25,12,6,4,2,0,1,0,0,,2.0,0.0,0.099,2.73,0.03%,1.61,0.6
"Steve Kline, BS (2)",0.1,1,1,1,0,0,1,2.15,2,6,4,2,2,0,0,2,1,0,,2.0,2.0,-0.466,1.88,-0.16%,1.1,-2.5
Scott Forster,0.2,2,2,2,0,2,0,8.22,5,19,12,6,2,4,0,2,2,0,,0.0,0.0,-0.004,0.42,-0.00%,0.25,-0.2
Scott Strickland,0.1,1,0,0,1,0,0,3.93,3,13,5,2,1,2,0,2,1,0,,3.0,2.0,-0.047,0.51,-0.02%,0.3,-1.1
Team Totals,8.0,9,7,7,8,7,2,7.88,42,174,86,50,16,20,6,20,7,0,49.0,7.0,4.0,-0.328,1.14,-0.12%,0.67,-2.1
