Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Rick Helling, W (6-5)",7.2,7,3,3,1,4,0,5.19,31,108,75,49,8,18,8,18,5,0,56.0,,,0.264,0.89,0.21%,1.19,1.1
"Mike Koplove, H (1)",0.1,0,0,0,0,0,0,0.0,1,4,2,1,0,1,1,0,0,0,,1.0,0.0,0.03,1.0,0.02%,1.35,0.3
Byung-Hyun Kim,1.0,1,0,0,0,2,0,1.41,4,19,12,6,5,1,2,0,0,0,,0.0,0.0,0.022,0.5,0.02%,0.68,0.6
Team Totals,9.0,8,3,3,1,6,0,3.0,36,131,89,56,13,20,11,18,5,0,56.0,1.0,0.0,0.316,0.84,0.26%,1.13,2.0
