Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Placido Polanco 2B,5.0,2.0,2.0,0.0,0.0,1.0,6.0,0.336,0.395,0.431,0.826,21.0,14.0,-0.049,0.76,0.043,-0.093,-0.00%,0.01,-0.1,0.0,3.0,HBP
Chris Shelton 1B,6.0,2.0,2.0,1.0,0.0,1.0,6.0,0.314,0.377,0.524,0.901,30.0,21.0,0.114,0.74,0.168,-0.055,0.00%,0.01,0.6,9.0,1.0,2B
Ivan Rodriguez C,5.0,2.0,2.0,1.0,0.0,0.0,5.0,0.289,0.298,0.467,0.765,13.0,10.0,0.03,0.73,0.091,-0.061,0%,0.01,1.0,11.0,0.0,3B
Magglio Ordonez RF,4.0,2.0,3.0,1.0,1.0,0.0,5.0,0.316,0.375,0.49,0.865,16.0,9.0,0.199,0.98,0.223,-0.024,0.00%,0.02,2.5,1.0,1.0,2·2B
Dmitri Young LF,4.0,1.0,2.0,4.0,1.0,1.0,5.0,0.272,0.328,0.48,0.808,17.0,8.0,0.083,1.15,0.159,-0.075,0.00%,0.02,2.6,0.0,0.0,"HR,IW"
Nook Logan PR-CF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265,0.311,0.342,0.654,,,,,,,,,,0.0,0.0,
Carlos Pena DH,4.0,1.0,1.0,2.0,1.0,1.0,5.0,0.219,0.333,0.437,0.77,26.0,16.0,0.172,1.15,0.21,-0.038,0.00%,0.02,1.2,,,2B
Brandon Inge 3B,5.0,2.0,3.0,1.0,0.0,1.0,5.0,0.269,0.345,0.417,0.762,16.0,14.0,0.136,1.15,0.26,-0.124,0.00%,0.02,-0.1,1.0,1.0,"2·2B,CS"
Omar Infante SS,5.0,0.0,2.0,2.0,0.0,0.0,5.0,0.234,0.268,0.393,0.661,16.0,14.0,0.133,1.22,0.205,-0.072,0.00%,0.02,0.5,2.0,3.0,2·2B
Curtis Granderson CF-LF,5.0,0.0,0.0,0.0,0.0,2.0,5.0,0.286,0.322,0.571,0.893,23.0,14.0,-0.12,0.85,0.0,-0.12,-0.00%,0.02,-1.3,3.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Sean Douglass P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Roman Colon P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Jamie Walker P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Craig Dingman P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Fernando Rodney P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,43.0,12.0,17.0,12.0,3.0,7.0,47.0,0.395,0.447,0.698,1.144,178.0,120.0,0.698,0.96,1.359,-0.662,0.01%,0.02,7.1,27.0,9.0,
