Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
David Eckstein SS,5.0,0.0,1.0,0.0,0.0,1.0,5.0,0.264,0.344,0.35,0.694,23.0,17.0,0.02,1.29,0.12,-0.101,0.01%,1.28,0.1,2.0,4.0,
Adam Kennedy 2B,4.0,1.0,2.0,0.0,1.0,1.0,5.0,0.296,0.363,0.37,0.733,22.0,13.0,0.109,1.58,0.195,-0.086,0.07%,1.57,1.1,1.0,5.0,SB
Tim Salmon DH,4.0,0.0,2.0,0.0,0.0,0.0,4.0,0.329,0.404,0.52,0.923,6.0,6.0,-0.051,1.47,0.092,-0.143,-0.03%,1.46,-0.7,,,GDP
Benji Gil PR-DH,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.128,0.171,0.128,0.299,,,0.0,,0.0,0.0,0%,,0.0,,,
Shawn Wooten PH-DH,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.317,0.333,0.444,0.778,1.0,1.0,0.046,0.74,0.046,0.0,0.03%,0.74,1.0,,,
Garret Anderson LF,4.0,0.0,1.0,1.0,1.0,0.0,5.0,0.331,0.36,0.56,0.92,17.0,10.0,-0.099,1.58,0.037,-0.136,-0.06%,1.57,0.0,2.0,0.0,
Troy Glaus 3B,4.0,2.0,2.0,2.0,1.0,1.0,5.0,0.275,0.375,0.504,0.879,23.0,12.0,0.414,1.73,0.533,-0.119,0.25%,1.71,1.1,0.0,1.0,HR
Brad Fullmer 1B,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.336,0.42,0.513,0.933,14.0,8.0,-0.083,1.8,0.082,-0.164,-0.05%,1.79,-0.6,9.0,0.0,SB
Eric Owens CF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203,0.25,0.215,0.465,,,,,,,,,,0.0,0.0,
Scott Spiezio RF-1B,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.22,0.303,0.394,0.697,12.0,8.0,0.0,1.54,0.068,-0.068,0%,1.52,-0.3,4.0,0.0,
Bengie Molina C,3.0,1.0,1.0,1.0,0.0,0.0,4.0,0.262,0.293,0.373,0.666,16.0,10.0,-0.173,1.58,0.02,-0.193,-0.10%,1.57,-0.9,4.0,0.0,"SF,GDP"
Jeff DaVanon CF-RF,4.0,1.0,1.0,0.0,0.0,1.0,4.0,0.262,0.273,0.452,0.725,16.0,10.0,-0.002,1.19,0.069,-0.071,-0.00%,1.18,0.1,5.0,0.0,SB
,,,,,,,,,,,,,,,,,,,,,,,
Jarrod Washburn P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Brendan Donnelly P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Troy Percival P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,36.0,6.0,12.0,5.0,4.0,4.0,41.0,0.333,0.39,0.417,0.807,150.0,95.0,0.181,1.51,1.262,-1.081,0.11%,1.5,0.8,27.0,11.0,
