Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Sean Burroughs 3B,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.323,0.361,0.386,0.747,12.0,9.0,-0.197,1.77,0.0,-0.197,-0.16%,2.37,-1.4,1.0,2.0,
Mark Loretta 2B,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.305,0.36,0.434,0.793,16.0,12.0,-0.112,1.5,0.024,-0.137,-0.09%,2.01,-0.6,0.0,3.0,
Brian Giles RF,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.277,0.378,0.479,0.857,17.0,10.0,-0.118,1.11,0.0,-0.118,-0.10%,1.48,-0.9,4.0,0.0,
Phil Nevin 1B,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.285,0.362,0.444,0.806,13.0,9.0,-0.086,1.05,0.0,-0.086,-0.07%,1.41,-0.7,9.0,0.0,
Jay Payton CF,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.295,0.378,0.415,0.793,14.0,9.0,-0.071,0.88,0.0,-0.071,-0.06%,1.18,-0.6,5.0,0.0,
Terrence Long DH,3.0,0.0,1.0,0.0,0.0,1.0,3.0,0.294,0.342,0.402,0.744,16.0,10.0,0.036,0.89,0.076,-0.04,0.03%,1.19,0.3,,,2B
Ramon Hernandez C,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.247,0.329,0.4,0.729,12.0,8.0,-0.09,1.37,0.0,-0.09,-0.07%,1.83,-0.6,4.0,0.0,
Kerry Robinson LF,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.241,0.288,0.259,0.547,11.0,6.0,-0.13,1.6,0.039,-0.168,-0.10%,2.14,-0.9,0.0,0.0,"CS,HBP"
Khalil Greene SS,2.0,0.0,0.0,0.0,1.0,1.0,3.0,0.262,0.35,0.374,0.725,13.0,8.0,-0.023,1.46,0.058,-0.081,-0.02%,1.96,0.1,1.0,2.0,
,,,,,,,,,,,,,,,,,,,,,,,
David Wells P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Antonio Osuna P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Akinori Otsuka P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Rod Beck P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,28.0,0.0,2.0,0.0,1.0,8.0,30.0,0.071,0.133,0.107,0.24,124.0,81.0,-0.791,1.29,0.197,-0.988,-0.64%,1.73,-5.4,24.0,7.0,
