Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Carl Everett RF,3.0,1.0,1.0,1.0,0.0,1.0,4.0,0.326,0.408,0.72,1.128,13.0,8.0,-0.045,0.63,0.001,-0.046,-0.01%,0.32,0.4,2.0,0.0,"HR,SH"
Herbert Perry 1B,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.3,0.5,4.0,3.0,0.0,0.01,0.0,0.0,0%,0.01,-0.3,0.0,0.0,
Hank Blalock 3B,5.0,0.0,1.0,0.0,0.0,3.0,5.0,0.371,0.415,0.591,1.006,20.0,14.0,-0.047,0.44,0.009,-0.056,-0.01%,0.22,-0.5,2.0,1.0,
Alex Rodriguez SS,2.0,1.0,0.0,0.0,2.0,1.0,4.0,0.323,0.41,0.6,1.01,17.0,8.0,-0.033,0.51,0.013,-0.045,-0.01%,0.26,-0.2,4.0,3.0,
Donnie Sadler SS,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.125,0.222,0.125,0.347,5.0,3.0,0.0,0.0,0.0,0.0,0%,0.0,-0.1,0.0,0.0,
Rafael Palmeiro 1B,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.252,0.373,0.534,0.908,12.0,7.0,-0.04,0.52,0.012,-0.052,-0.01%,0.27,-0.1,7.0,0.0,
Mark Teixeira LF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236,0.337,0.371,0.707,,,,,,,,,,0.0,0.0,
Juan Gonzalez DH,4.0,0.0,2.0,1.0,0.0,0.0,4.0,0.299,0.337,0.611,0.949,6.0,4.0,0.008,0.53,0.046,-0.038,0.00%,0.27,0.5,,,2·2B
Ruben Sierra LF-RF,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.247,0.314,0.366,0.679,15.0,13.0,-0.024,0.59,0.026,-0.05,-0.01%,0.3,-1.0,0.0,0.0,
Todd Greene C,3.0,1.0,1.0,1.0,0.0,2.0,4.0,0.194,0.265,0.516,0.781,15.0,10.0,-0.065,0.61,0.002,-0.067,-0.02%,0.31,0.4,4.0,1.0,"HR,HBP"
Ryan Christenson CF,3.0,0.0,0.0,0.0,1.0,2.0,4.0,0.195,0.29,0.299,0.589,19.0,11.0,-0.032,0.28,0.001,-0.032,-0.01%,0.14,-0.4,2.0,0.0,
Michael Young 2B,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.315,0.35,0.456,0.807,11.0,7.0,0.033,0.3,0.039,-0.006,0.01%,0.15,-0.8,3.0,4.0,
,,,,,,,,,,,,,,,,,,,,,,,
Alan Benes P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Todd Van Poppel P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Brian Shouse P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Jay Powell P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Ugueth Urbina P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,34.0,3.0,8.0,3.0,3.0,12.0,39.0,0.235,0.316,0.471,0.786,137.0,88.0,-0.245,0.47,0.149,-0.392,-0.07%,0.24,-2.2,24.0,9.0,
