Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
David DeJesus LF,5.0,0.0,1.0,0.0,0.0,1.0,6.0,0.297,0.367,0.436,0.804,22.0,15.0,-0.085,1.0,0.045,-0.129,0%,0.0,-1.1,1.0,0.0,HBP
Esteban German 3B,5.0,1.0,2.0,1.0,0.0,0.0,5.0,0.322,0.413,0.427,0.84,23.0,14.0,0.049,0.94,0.123,-0.073,0%,0.0,0.9,1.0,2.0,2B
Mark Grudzielanek 2B,5.0,1.0,2.0,1.0,0.0,0.0,5.0,0.29,0.325,0.407,0.733,13.0,9.0,0.046,0.86,0.106,-0.06,0%,0.0,0.9,1.0,0.0,
Mike Sweeney DH,5.0,2.0,3.0,3.0,0.0,1.0,5.0,0.264,0.356,0.448,0.805,14.0,9.0,0.27,0.9,0.289,-0.018,0%,0.0,2.0,,,"HR,2·2B"
Emil Brown RF,4.0,1.0,2.0,0.0,1.0,1.0,5.0,0.293,0.359,0.458,0.817,22.0,13.0,0.166,1.45,0.196,-0.03,0%,0.0,0.9,4.0,0.0,
Ryan Shealy 1B,4.0,2.0,1.0,1.0,0.0,0.0,5.0,0.297,0.35,0.446,0.796,22.0,14.0,0.095,2.04,0.22,-0.125,0%,0.0,0.2,4.0,1.0,"3B,HBP"
Jeff Keppinger PR-1B,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0%,,0.0,1.0,0.0,
John Buck C,4.0,1.0,2.0,1.0,0.0,1.0,4.0,0.234,0.296,0.377,0.673,17.0,12.0,0.022,0.81,0.067,-0.045,0%,0.0,0.7,12.0,0.0,2B
Andrés Blanco PH-SS,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.262,0.304,0.308,0.612,3.0,3.0,0.002,5.2,0.002,0.0,0%,0.0,-0.1,0.0,0.0,SH
Angel Berroa SS,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.23,0.255,0.333,0.588,9.0,7.0,-0.09,0.86,0.023,-0.114,0%,0.0,-1.4,0.0,1.0,GDP
Shane Costa PH,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.27,0.301,0.4,0.701,6.0,6.0,-0.245,4.58,0.0,-0.245,0%,0.0,-0.8,,,
Paul Bako C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.226,0.283,0.248,0.531,,,,,,,,,,1.0,0.0,
Joey Gathright CF,5.0,1.0,3.0,2.0,0.0,0.0,5.0,0.228,0.321,0.278,0.599,13.0,10.0,0.673,2.03,0.7,-0.027,0%,0.0,2.6,2.0,0.0,2B
,,,,,,,,,,,,,,,,,,,,,,,
Odalis Perez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Scott Dohmann P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Joel Peralta P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Jimmy Gobble P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Ambiorix Burgos P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Joe Nelson P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Team Totals,42.0,10.0,17.0,9.0,1.0,5.0,46.0,0.405,0.444,0.643,1.087,164.0,112.0,0.903,1.38,1.771,-0.866,0.00%,0.0,4.8,27.0,5.0,
