Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Mark Ellis 2B,4.0,0.0,0.0,0.0,1.0,1.0,5.0,0.143,0.368,0.143,0.511,19.0,10.0,-0.143,1.5,0.05,-0.193,-1.72%,28.83,-1.5,2.0,4.0,
Erubiel Durazo DH,5.0,0.0,1.0,0.0,0.0,0.0,5.0,0.235,0.35,0.294,0.644,16.0,12.0,-0.14,1.55,0.024,-0.164,-1.64%,29.8,-1.2,,,
Eric Chavez 3B,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.056,0.105,0.111,0.216,21.0,11.0,-0.053,1.13,0.049,-0.101,-0.51%,21.64,-0.5,0.0,2.0,2B
Miguel Tejada SS,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.053,0.053,0.053,0.105,17.0,12.0,-0.127,1.1,0.0,-0.127,-1.46%,21.21,-1.2,1.0,4.0,
Scott Hatteberg 1B,3.0,2.0,1.0,0.0,1.0,1.0,4.0,0.2,0.333,0.2,0.533,13.0,7.0,0.039,1.06,0.094,-0.054,0.38%,20.39,0.3,11.0,1.0,
Jose Guillen LF,4.0,0.0,2.0,0.0,0.0,0.0,4.0,0.375,0.5,0.375,0.875,20.0,13.0,0.019,1.46,0.1,-0.081,0.25%,28.07,0.4,1.0,0.0,
Adam Melhuse C,4.0,1.0,3.0,1.0,0.0,0.0,4.0,0.75,0.75,1.25,2.0,13.0,7.0,0.239,1.57,0.284,-0.045,2.75%,30.23,1.8,2.0,0.0,3B
Jermaine Dye RF,4.0,1.0,2.0,3.0,0.0,1.0,4.0,0.2,0.273,0.5,0.773,18.0,12.0,0.196,1.52,0.255,-0.058,2.50%,29.14,1.8,4.0,0.0,HR
Eric Byrnes CF,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.462,0.462,0.538,1.0,17.0,10.0,-0.156,1.65,0.02,-0.176,-1.72%,31.67,-1.1,2.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Tim Hudson P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Steve Sparks P,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Ricardo Rincon P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Keith Foulke P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,36.0,4.0,11.0,4.0,2.0,4.0,38.0,0.306,0.342,0.472,0.814,154.0,94.0,-0.126,1.4,0.876,-0.999,-1.17%,26.91,-1.2,24.0,12.0,
