Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Randy Wolf, L (4-6)",8,8,3,3,0,7,3,3.93,30,109,71,47,7,17,7,15,4,0,61,,,0.013,0.66,0.01%,0.8,1.4
Team Totals,8,8,3,3,0,7,3,3.38,30,109,71,47,7,17,7,15,4,0,61,,,0.013,0.66,0.01%,0.8,1.4
