Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Angel Berroa SS,5.0,1.0,1.0,1.0,0.0,1.0,5.0,0.229,0.25,0.3,0.55,15.0,11.0,0.025,1.62,0.138,-0.113,0.01%,0.6,-0.5,1.0,1.0,
Carlos Beltrán CF,5.0,0.0,3.0,4.0,0.0,0.0,5.0,0.31,0.407,0.637,1.045,22.0,13.0,0.236,1.3,0.285,-0.049,0.05%,0.48,3.2,1.0,0.0,"2·2B,SB"
Mike Sweeney 1B,2.0,0.0,2.0,2.0,3.0,0.0,5.0,0.283,0.345,0.455,0.8,17.0,4.0,0.199,0.97,0.199,0.0,0.04%,0.36,2.3,11.0,2.0,"2B,SB,3·IW"
Matt Stairs DH,5.0,0.0,0.0,0.0,0.0,2.0,5.0,0.268,0.354,0.465,0.818,20.0,13.0,-0.145,1.04,0.0,-0.145,-0.03%,0.38,-2.1,,,
Joe Randa 3B,5.0,1.0,1.0,0.0,0.0,2.0,5.0,0.275,0.342,0.382,0.724,23.0,13.0,-0.013,0.74,0.051,-0.063,-0.00%,0.27,-0.7,0.0,6.0,
Aaron Guiel LF,3.0,0.0,0.0,0.0,1.0,1.0,5.0,0.181,0.28,0.375,0.655,22.0,12.0,-0.022,0.76,0.03,-0.051,-0.01%,0.28,-0.5,3.0,0.0,SH
Benito Santiago C,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.244,0.27,0.395,0.665,10.0,9.0,-0.093,0.94,0.0,-0.093,-0.02%,0.35,-0.9,5.0,0.0,
Kelly Stinnett C,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.381,0.409,0.667,1.076,7.0,5.0,0.013,0.09,0.013,0.0,0.00%,0.03,1.0,3.0,0.0,HR
Desi Relaford 2B,3.0,3.0,1.0,0.0,2.0,0.0,5.0,0.243,0.282,0.297,0.579,32.0,17.0,0.018,0.86,0.059,-0.041,0.00%,0.32,0.4,0.0,3.0,
David DeJesus RF,2.0,2.0,0.0,0.0,1.0,0.0,4.0,0.043,0.185,0.043,0.229,14.0,7.0,0.067,1.36,0.102,-0.035,0.01%,0.5,0.5,2.0,0.0,SH
,,,,,,,,,,,,,,,,,,,,,,,
Darrell May P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Jaime Cerda P,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
Scott Sullivan P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Dennys Reyes P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,35.0,8.0,9.0,8.0,7.0,8.0,44.0,0.257,0.381,0.429,0.81,182.0,104.0,0.285,1.04,0.877,-0.59,0.06%,0.38,2.7,27.0,14.0,
