Unnamed: 0,Unnamed: 1,1,2,3,4,5,6,7,8,9,10,11,12,R,H,E
via Sports Logos.net About logos,Baltimore Orioles,0,0,0,2,2,1,0,0,1,0,0,0,6,12,0
via Sports Logos.net About logos,Boston Red Sox,0,2,0,0,2,0,2,0,0,0,0,1,7,13,1
WP: Curt Leskanic (3-5) • LP: Rick Bauer (1-1),WP: Curt Leskanic (3-5) • LP: Rick Bauer (1-1),WP: Curt Leskanic (3-5) • LP: Rick Bauer (1-1),WP: Curt Leskanic (3-5) • LP: Rick Bauer (1-1),WP: Curt Leskanic (3-5) • LP: Rick Bauer (1-1),WP: Curt Leskanic (3-5) • LP: Rick Bauer (1-1),WP: Curt Leskanic (3-5) • LP: Rick Bauer (1-1),WP: Curt Leskanic (3-5) • LP: Rick Bauer (1-1),WP: Curt Leskanic (3-5) • LP: Rick Bauer (1-1),WP: Curt Leskanic (3-5) • LP: Rick Bauer (1-1),WP: Curt Leskanic (3-5) • LP: Rick Bauer (1-1),WP: Curt Leskanic (3-5) • LP: Rick Bauer (1-1),WP: Curt Leskanic (3-5) • LP: Rick Bauer (1-1),WP: Curt Leskanic (3-5) • LP: Rick Bauer (1-1),WP: Curt Leskanic (3-5) • LP: Rick Bauer (1-1),WP: Curt Leskanic (3-5) • LP: Rick Bauer (1-1),WP: Curt Leskanic (3-5) • LP: Rick Bauer (1-1)
Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs
