Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Brian Roberts 2B,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.311,0.385,0.512,0.897,18.0,12.0,-0.071,0.81,0.028,-0.099,0%,0.0,-0.8,2.0,3.0,CS
Melvin Mora 3B,3.0,1.0,1.0,0.0,0.0,1.0,4.0,0.278,0.336,0.45,0.786,18.0,11.0,0.032,0.47,0.052,-0.021,0%,0.0,0.6,1.0,1.0,"2B,HBP"
Miguel Tejada SS,4.0,0.0,2.0,1.0,0.0,0.0,4.0,0.315,0.36,0.549,0.909,12.0,9.0,0.061,0.78,0.093,-0.032,0%,0.0,1.0,2.0,4.0,2B
Jay Gibbons RF,4.0,0.0,2.0,0.0,0.0,0.0,4.0,0.27,0.303,0.504,0.806,12.0,9.0,0.04,0.99,0.083,-0.043,0%,0.0,0.1,3.0,1.0,
Javy Lopez DH,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.288,0.322,0.466,0.789,11.0,7.0,-0.135,1.2,0.0,-0.135,0%,0.0,-1.6,,,
B.J. Surhoff 1B,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.261,0.278,0.38,0.658,14.0,11.0,-0.038,0.98,0.037,-0.075,0%,0.0,-0.6,6.0,0.0,
Eric Byrnes LF,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.243,0.312,0.402,0.714,9.0,6.0,-0.148,1.37,0.0,-0.148,0%,0.0,-1.5,3.0,0.0,GDP
Luis Matos CF,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.288,0.35,0.385,0.735,11.0,9.0,-0.053,0.67,0.0,-0.053,0%,0.0,-0.5,2.0,0.0,
Geronimo Gil C,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.196,0.21,0.34,0.55,9.0,8.0,-0.054,0.69,0.0,-0.054,0%,0.0,-0.5,5.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,
Rodrigo Lopez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Eric DuBose P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
James Baldwin P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,32.0,1.0,7.0,1.0,0.0,4.0,33.0,0.219,0.242,0.281,0.524,114.0,82.0,-0.366,0.88,0.293,-0.66,0.00%,0.0,-3.9,24.0,11.0,
