Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Quilvio Veras 2B,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.31,0.412,0.414,0.826,6.0,4.0,-0.016,1.05,0.041,-0.057,-0.01%,1.52,-0.2,0.0,1.0,"CS,HBP"
Keith Lockhart 2B,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.242,0.321,0.411,0.731,9.0,6.0,-0.008,0.33,0.005,-0.012,-0.01%,0.48,-0.2,3.0,5.0,SH
Andruw Jones CF,5.0,1.0,1.0,2.0,0.0,0.0,5.0,0.318,0.399,0.57,0.969,22.0,15.0,0.079,0.65,0.128,-0.049,0.07%,0.94,0.5,3.0,0.0,
Chipper Jones 3B,4.0,0.0,2.0,1.0,1.0,0.0,5.0,0.324,0.418,0.618,1.036,16.0,7.0,0.054,0.43,0.066,-0.012,0.05%,0.63,0.7,1.0,2.0,"2B,IW"
Brian Jordan RF,5.0,0.0,1.0,0.0,0.0,1.0,5.0,0.298,0.353,0.498,0.851,21.0,12.0,-0.05,0.45,0.012,-0.062,-0.04%,0.64,-0.9,1.0,0.0,
Andres Galarraga 1B,4.0,1.0,1.0,1.0,0.0,2.0,4.0,0.295,0.364,0.556,0.919,21.0,11.0,0.071,0.43,0.092,-0.021,0.06%,0.62,0.2,11.0,0.0,HR
Javy Lopez C,4.0,1.0,2.0,0.0,0.0,1.0,4.0,0.278,0.328,0.451,0.779,16.0,10.0,0.026,0.41,0.041,-0.016,0.02%,0.58,-0.0,3.0,0.0,
Bobby Bonilla DH,2.0,1.0,1.0,0.0,2.0,0.0,4.0,0.274,0.377,0.439,0.817,14.0,5.0,0.118,0.66,0.12,-0.002,0.10%,0.96,1.9,,,2B
Reggie Sanders LF,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.178,0.236,0.274,0.51,15.0,9.0,-0.064,0.55,0.0,-0.064,-0.06%,0.79,-1.9,3.0,0.0,GDP
Walt Weiss SS,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.301,0.4,0.372,0.772,25.0,15.0,-0.031,0.48,0.014,-0.045,-0.03%,0.7,-0.6,2.0,4.0,
,,,,,,,,,,,,,,,,,,,,,,,
Tom Glavine P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
John Rocker P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Kerry Ligtenberg P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,35.0,5.0,11.0,5.0,3.0,5.0,40.0,0.314,0.385,0.457,0.842,165.0,94.0,0.179,0.54,0.519,-0.34,0.16%,0.78,-0.5,27.0,12.0,
