Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
Jarrod Washburn,6,5,3,3,3,5,0,3.86,24,92,56,35,6,15,5,11,2,0,52.0,,,-0.018,0.96,-0.01%,1.28,0.3
"Jake Woods, L (1-1)",0,1,2,2,0,0,0,3.12,2,9,5,2,1,2,0,1,1,0,,0.0,0.0,-0.135,1.9,-0.11%,2.5,-1.0
Joel Peralta,1,2,1,1,0,2,0,1.35,5,27,17,12,2,3,0,3,1,0,,2.0,2.0,-0.196,1.65,-0.16%,2.19,-1.4
Esteban Yan,1,0,0,0,1,1,0,5.16,3,11,5,1,1,3,1,0,0,0,,0.0,0.0,0.008,0.2,0.01%,0.27,0.5
Team Totals,8,8,6,6,4,8,0,6.75,34,139,83,50,10,23,6,15,4,0,52.0,2.0,2.0,-0.341,1.05,-0.27%,1.39,-1.6
