Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Ryan Freel CF,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.299,0.41,0.427,0.837,16.0,9.0,-0.077,0.73,0.0,-0.077,-0.01%,0.14,-0.9,3.0,0.0,
Joe Randa 3B,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.291,0.367,0.474,0.841,13.0,8.0,-0.012,0.51,0.024,-0.036,-0.00%,0.1,-0.2,2.0,3.0,
Sean Casey 1B,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.325,0.379,0.434,0.814,7.0,5.0,-0.046,0.66,0.015,-0.061,-0.01%,0.13,-0.5,6.0,0.0,GDP
Jacob Cruz 1B,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.28,0.357,0.5,0.857,6.0,2.0,0.002,0.05,0.002,0.0,0%,0.01,0.4,0.0,0.0,
Ken Griffey Jr. DH,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.278,0.345,0.498,0.843,23.0,16.0,-0.053,0.64,0.0,-0.053,-0.01%,0.13,-0.8,,,
Kenny Kelly PH-DH,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,1.0,4.0,3.0,-0.002,0.07,0.0,-0.002,0%,0.01,-0.4,,,
Wily Mo Peña RF,4.0,0.0,0.0,0.0,0.0,3.0,4.0,0.296,0.324,0.761,1.085,16.0,11.0,-0.032,0.31,0.0,-0.032,-0.00%,0.06,-0.9,6.0,0.0,
Adam Dunn LF,2.0,1.0,1.0,0.0,1.0,1.0,4.0,0.245,0.403,0.559,0.962,14.0,5.0,0.004,0.2,0.015,-0.012,0%,0.04,0.5,1.0,0.0,HBP
Felipe Lopez SS,4.0,1.0,1.0,1.0,0.0,1.0,4.0,0.308,0.356,0.562,0.919,13.0,10.0,0.036,0.42,0.064,-0.028,0.00%,0.09,0.4,1.0,2.0,3B
Rich Aurilia 2B,2.0,0.0,0.0,1.0,0.0,1.0,3.0,0.242,0.277,0.432,0.708,7.0,5.0,-0.022,0.56,0.0,-0.022,-0.00%,0.11,-0.3,0.0,0.0,SF
Javier Valentin C,3.0,1.0,2.0,1.0,0.0,1.0,3.0,0.232,0.329,0.362,0.692,7.0,6.0,-0.021,0.53,0.026,-0.047,-0.00%,0.1,0.8,5.0,0.0,"HR,2B"
,,,,,,,,,,,,,,,,,,,,,,,
Eric Milton P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Matt Belisle P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,30.0,3.0,6.0,3.0,2.0,11.0,34.0,0.2,0.265,0.4,0.665,126.0,80.0,-0.223,0.47,0.146,-0.37,-0.03%,0.09,-1.9,24.0,5.0,
