Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Craig Counsell 3B,4.0,1.0,1.0,0.0,0.0,0.0,4.0,0.286,0.354,0.364,0.718,19.0,12.0,-0.027,0.71,0.028,-0.055,-0.02%,0.95,-0.3,1.0,1.0,
Junior Spivey 2B,3.0,0.0,1.0,0.0,1.0,2.0,4.0,0.322,0.427,0.559,0.987,16.0,9.0,0.052,0.68,0.1,-0.048,0.04%,0.92,0.5,3.0,2.0,"2B,CS"
Luis Gonzalez LF,4.0,0.0,2.0,1.0,0.0,0.0,4.0,0.301,0.421,0.532,0.953,13.0,9.0,0.055,0.89,0.097,-0.042,0.04%,1.19,0.5,2.0,0.0,2B
Erubiel Durazo DH,3.0,1.0,0.0,0.0,1.0,2.0,4.0,0.265,0.4,0.673,1.073,22.0,14.0,-0.079,0.99,0.028,-0.107,-0.06%,1.33,-1.0,,,
Jose Guillen RF,3.0,1.0,1.0,1.0,0.0,1.0,4.0,0.245,0.291,0.392,0.683,13.0,9.0,0.023,1.08,0.106,-0.083,0.02%,1.45,0.3,0.0,0.0,"HR,HBP"
Mark Grace 1B,3.0,0.0,0.0,0.0,1.0,1.0,4.0,0.253,0.355,0.404,0.759,21.0,10.0,-0.043,0.84,0.022,-0.065,-0.03%,1.12,-0.6,6.0,3.0,
Steve Finley CF,3.0,0.0,2.0,1.0,0.0,1.0,4.0,0.271,0.379,0.508,0.887,15.0,8.0,0.135,1.04,0.178,-0.043,0.11%,1.4,1.3,3.0,0.0,"CS,HBP"
Damian Miller C,4.0,0.0,0.0,0.0,0.0,3.0,4.0,0.28,0.358,0.497,0.855,18.0,13.0,-0.144,1.05,0.0,-0.144,-0.12%,1.41,-1.8,10.0,0.0,GDP
Tony Womack SS,4.0,0.0,0.0,0.0,0.0,3.0,4.0,0.255,0.314,0.338,0.651,12.0,11.0,-0.08,0.76,0.0,-0.08,-0.07%,1.01,-0.9,0.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,
Curt Schilling P,,,,,,,,,,,,,,,,,,,,,1.0,2.0,
Mike Myers P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Byung-Hyun Kim P,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Team Totals,31.0,3.0,7.0,3.0,3.0,13.0,36.0,0.226,0.333,0.387,0.72,149.0,95.0,-0.108,0.88,0.559,-0.667,-0.09%,1.18,-2.0,27.0,9.0,
