Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Juan Pierre CF,4.0,2.0,4.0,0.0,1.0,0.0,5.0,0.296,0.348,0.358,0.705,14.0,8.0,0.141,0.94,0.188,-0.047,0.04%,0.49,1.7,3.0,1.0,"2·SB,CS"
Luis Castillo 2B,5.0,2.0,1.0,0.0,0.0,1.0,5.0,0.309,0.369,0.404,0.773,12.0,10.0,-0.059,1.25,0.048,-0.108,-0.02%,0.66,0.2,3.0,4.0,
Ivan Rodriguez C,5.0,2.0,2.0,3.0,0.0,0.0,5.0,0.288,0.375,0.471,0.845,12.0,9.0,-0.038,1.38,0.068,-0.106,-0.01%,0.72,0.8,4.0,1.0,
Mike Lowell DH,5.0,1.0,1.0,3.0,0.0,0.0,5.0,0.29,0.355,0.61,0.965,13.0,11.0,0.628,1.21,0.709,-0.081,0.20%,0.63,1.4,,,HR
Juan Encarnacion RF,5.0,2.0,2.0,3.0,0.0,0.0,5.0,0.285,0.327,0.472,0.799,13.0,12.0,0.04,0.76,0.092,-0.052,0.01%,0.39,2.5,2.0,0.0,"HR,SB"
Derrek Lee 1B,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.259,0.375,0.465,0.84,17.0,11.0,0.012,0.69,0.056,-0.044,0.00%,0.36,0.3,10.0,0.0,
Miguel Cabrera 3B,3.0,0.0,0.0,0.0,1.0,1.0,4.0,0.2,0.25,0.433,0.683,13.0,8.0,-0.019,0.73,0.046,-0.065,-0.01%,0.39,-0.8,2.0,4.0,GDP
Alex Gonzalez SS,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.31,0.357,0.561,0.918,12.0,9.0,-0.059,0.78,0.01,-0.069,-0.02%,0.41,-0.7,1.0,2.0,
Brian Banks LF,4.0,1.0,1.0,0.0,0.0,1.0,4.0,0.221,0.324,0.442,0.766,12.0,9.0,-0.036,0.69,0.024,-0.06,-0.01%,0.36,-0.4,2.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,
Tommy Phelps P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Nate Bump P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Braden Looper P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,39.0,10.0,13.0,9.0,2.0,3.0,41.0,0.333,0.366,0.487,0.853,118.0,87.0,0.61,0.95,1.241,-0.632,0.19%,0.5,4.8,27.0,13.0,
