Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Cristian Guzman SS,4.0,0.0,0.0,0.0,1.0,1.0,5.0,0.26,0.315,0.418,0.733,17.0,9.0,-0.035,0.65,0.029,-0.065,-0.00%,0.02,-0.8,4.0,6.0,
Jay Canizaro 2B,5.0,1.0,1.0,0.0,0.0,0.0,5.0,0.287,0.343,0.435,0.778,12.0,9.0,-0.062,0.64,0.038,-0.1,-0.00%,0.02,-0.8,1.0,3.0,"2B,GDP"
Matt Lawton RF,3.0,2.0,2.0,0.0,1.0,0.0,4.0,0.335,0.435,0.48,0.915,19.0,10.0,0.102,0.77,0.11,-0.008,0.00%,0.03,1.2,2.0,0.0,2B
Ron Coomer 1B,3.0,1.0,0.0,0.0,1.0,0.0,4.0,0.288,0.335,0.46,0.795,11.0,4.0,-0.001,1.16,0.054,-0.054,0%,0.04,-0.2,10.0,0.0,
David Ortiz DH,3.0,0.0,2.0,2.0,1.0,0.0,4.0,0.303,0.396,0.476,0.872,25.0,16.0,0.139,1.3,0.176,-0.037,0.00%,0.05,1.4,,,"2B,GDP"
Corey Koskie 3B,3.0,0.0,1.0,2.0,1.0,2.0,4.0,0.306,0.408,0.467,0.876,19.0,10.0,0.074,1.1,0.111,-0.037,0.00%,0.04,1.0,0.0,1.0,IW
Chad Allen LF,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.304,0.353,0.348,0.701,15.0,11.0,-0.056,0.95,0.016,-0.072,-0.00%,0.04,-0.9,1.0,0.0,
Jacque Jones CF,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.297,0.327,0.49,0.816,15.0,8.0,-0.081,0.97,0.014,-0.095,-0.00%,0.04,-1.0,2.0,0.0,
Chad Moeller C,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.174,0.219,0.188,0.408,15.0,10.0,-0.084,0.76,0.0,-0.084,-0.00%,0.03,-1.3,7.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Joe Mays P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Hector Carrasco P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Eddie Guardado P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,33.0,4.0,8.0,4.0,5.0,7.0,38.0,0.242,0.342,0.333,0.675,148.0,87.0,-0.004,0.91,0.548,-0.552,-0.00%,0.03,-1.5,27.0,11.0,
