0,1,2
1.0,Joe McEwing,3B
2.0,Derek Bell,RF
3.0,Edgardo Alfonzo,2B
4.0,Mike Piazza,DH
5.0,Todd Zeile,1B
6.0,Jay Payton,CF
7.0,Benny Agbayani,LF
8.0,Todd Pratt,C
9.0,Melvin Mora,SS
,Glendon Rusch,P
