0,1,2
1.0,Gary Matthews,CF
2.0,Orlando Cabrera,SS
3.0,Vladimir Guerrero,RF
4.0,Garret Anderson,LF
5.0,Shea Hillenbrand,DH
6.0,Casey Kotchman,1B
7.0,Howie Kendrick,2B
8.0,Mike Napoli,C
9.0,Maicer Izturis,3B
,John Lackey,P
