Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Craig Counsell 3B,5.0,0.0,0.0,0.0,0.0,2.0,5.0,0.286,0.356,0.366,0.721,22.0,16.0,-0.081,0.59,0.0,-0.081,-0.07%,0.8,-2.4,1.0,1.0,GDP
Junior Spivey 2B,4.0,1.0,1.0,0.0,0.0,1.0,5.0,0.322,0.426,0.558,0.984,22.0,13.0,-0.017,0.45,0.022,-0.039,-0.01%,0.61,-0.8,2.0,6.0,HBP
Luis Gonzalez LF,4.0,1.0,2.0,3.0,1.0,2.0,5.0,0.297,0.42,0.528,0.948,21.0,12.0,0.11,0.64,0.194,-0.084,0.09%,0.87,1.5,2.0,0.0,HR
Erubiel Durazo DH,5.0,0.0,2.0,0.0,0.0,1.0,5.0,0.283,0.411,0.717,1.128,18.0,14.0,0.045,0.53,0.075,-0.029,0.04%,0.71,0.2,,,
Jose Guillen RF,5.0,2.0,2.0,0.0,0.0,0.0,5.0,0.242,0.283,0.364,0.647,19.0,11.0,-0.004,0.6,0.042,-0.046,-0.00%,0.8,0.1,1.0,0.0,
Mark Grace 1B,4.0,2.0,2.0,0.0,1.0,0.0,5.0,0.259,0.358,0.413,0.77,15.0,7.0,0.087,0.62,0.12,-0.033,0.07%,0.83,0.8,8.0,1.0,2B
Steve Finley CF,4.0,1.0,3.0,2.0,1.0,0.0,5.0,0.264,0.371,0.506,0.877,22.0,16.0,0.099,0.74,0.123,-0.024,0.08%,1.0,1.5,2.0,0.0,2B
Rod Barajas C,4.0,0.0,1.0,1.0,1.0,1.0,5.0,0.154,0.233,0.2,0.433,21.0,11.0,0.021,0.56,0.058,-0.037,0.02%,0.76,0.4,7.0,0.0,
Tony Womack SS,4.0,0.0,2.0,1.0,0.0,1.0,4.0,0.26,0.319,0.344,0.662,12.0,9.0,-0.01,0.58,0.03,-0.039,-0.01%,0.79,0.8,2.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,
Miguel Batista P,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
Greg Swindell P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Mike Myers P,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Byung-Hyun Kim P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,39.0,7.0,15.0,7.0,4.0,8.0,44.0,0.385,0.455,0.513,0.967,172.0,109.0,0.25,0.59,0.664,-0.412,0.20%,0.8,2.0,27.0,10.0,
