Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Johnny Damon LF,5.0,3.0,3.0,2.0,0.0,1.0,5.0,0.259,0.325,0.398,0.723,19.0,15.0,0.233,0.77,0.26,-0.027,0.17%,0.91,3.0,4.0,0.0,"3B,2B,SB"
Carlos Febles 2B,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.272,0.353,0.359,0.711,17.0,11.0,-0.063,0.49,0.0,-0.063,-0.04%,0.58,-1.6,0.0,5.0,
Mike Sweeney 1B,5.0,1.0,4.0,2.0,0.0,1.0,5.0,0.342,0.41,0.583,0.993,19.0,12.0,0.096,0.43,0.108,-0.013,0.07%,0.5,2.0,10.0,1.0,2B
Jermaine Dye RF,5.0,1.0,3.0,1.0,0.0,0.0,5.0,0.339,0.418,0.678,1.096,16.0,9.0,0.055,0.48,0.088,-0.033,0.04%,0.57,2.4,1.0,0.0,2B
Carlos Beltrán CF,5.0,1.0,2.0,0.0,0.0,2.0,5.0,0.261,0.32,0.388,0.709,20.0,16.0,0.002,0.39,0.034,-0.032,0.00%,0.45,-0.9,2.0,0.0,
Joe Randa 3B,4.0,0.0,1.0,0.0,1.0,0.0,5.0,0.317,0.373,0.481,0.855,23.0,13.0,-0.021,0.39,0.012,-0.033,-0.01%,0.46,-0.3,0.0,1.0,
Dave McCarty DH,5.0,1.0,1.0,2.0,0.0,0.0,5.0,0.311,0.366,0.662,1.028,17.0,11.0,0.074,0.35,0.099,-0.025,0.05%,0.41,-0.1,,,HR
Gregg Zaun C,3.0,1.0,0.0,0.0,2.0,1.0,5.0,0.3,0.417,0.45,0.867,22.0,12.0,-0.005,0.48,0.02,-0.025,-0.00%,0.56,-0.2,8.0,1.0,SB
Rey Sanchez SS,4.0,1.0,0.0,0.0,1.0,0.0,5.0,0.232,0.268,0.31,0.578,21.0,14.0,0.0,0.29,0.018,-0.018,0%,0.34,-0.8,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Mac Suzuki P,,,,,,,,,,,,,,,,,,,,,2.0,1.0,
Ricky Bottalico P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Jose Santiago P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Jerry Spradlin P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,41.0,9.0,14.0,7.0,4.0,5.0,45.0,0.341,0.4,0.537,0.937,174.0,113.0,0.371,0.47,0.639,-0.269,0.26%,0.55,3.5,27.0,9.0,
