0,1,2
1.0,Dave Roberts,LF
2.0,Cesar Izturis,SS
3.0,Milton Bradley,CF
4.0,Shawn Green,1B
5.0,Paul Lo Duca,C
6.0,Adrián Beltré,3B
7.0,Juan Encarnacion,RF
8.0,Olmedo Saenz,DH
9.0,Alex Cora,2B
,Hideo Nomo,P
