Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Grady Sizemore CF,3.0,4.0,0.0,0.0,3.0,0.0,6.0,0.307,0.362,0.496,0.858,25.0,9.0,-0.006,1.36,0.061,-0.066,-0.01%,1.87,-0.1,9.0,0.0,
Casey Blake RF,5.0,3.0,3.0,1.0,1.0,1.0,6.0,0.224,0.298,0.39,0.688,29.0,15.0,0.323,1.56,0.351,-0.029,0.27%,2.15,2.9,1.0,0.0,2·2B
Travis Hafner DH,5.0,2.0,3.0,6.0,1.0,1.0,6.0,0.3,0.403,0.549,0.951,26.0,15.0,0.543,2.25,0.629,-0.086,0.45%,3.1,5.1,,,"HR,2·2B"
Victor Martinez C,6.0,0.0,1.0,2.0,0.0,0.0,6.0,0.238,0.317,0.385,0.702,28.0,15.0,-0.001,0.97,0.088,-0.089,-0.00%,1.34,-0.5,5.0,0.0,
Ben Broussard 1B,4.0,0.0,2.0,1.0,1.0,1.0,5.0,0.254,0.309,0.453,0.762,23.0,14.0,0.045,1.09,0.123,-0.079,0.04%,1.5,1.0,6.0,1.0,
Ronnie Belliard 2B,5.0,0.0,1.0,0.0,0.0,2.0,5.0,0.289,0.333,0.434,0.767,16.0,9.0,-0.116,1.36,0.045,-0.161,-0.10%,1.87,-1.1,3.0,3.0,
Jody Gerut LF,5.0,0.0,1.0,0.0,0.0,0.0,5.0,0.287,0.357,0.406,0.763,15.0,11.0,0.018,1.39,0.136,-0.119,0.01%,1.92,-1.0,0.0,0.0,2B
Coco Crisp PR-LF,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.287,0.342,0.449,0.791,,,0.0,,0.0,0.0,0%,,0.0,0.0,0.0,
Aaron Boone 3B,5.0,1.0,1.0,1.0,0.0,0.0,5.0,0.2,0.262,0.351,0.613,18.0,13.0,-0.133,1.64,0.079,-0.212,-0.11%,2.26,-0.4,0.0,0.0,HR
Jhonny Peralta SS,5.0,1.0,3.0,1.0,0.0,2.0,5.0,0.275,0.33,0.495,0.825,18.0,12.0,0.374,1.36,0.408,-0.034,0.31%,1.87,1.2,2.0,4.0,
,,,,,,,,,,,,,,,,,,,,,,,
Cliff Lee P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Arthur Rhodes P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Matt Miller P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Bob Wickman P,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Team Totals,43.0,12.0,15.0,12.0,6.0,7.0,49.0,0.349,0.429,0.605,1.033,198.0,113.0,1.047,1.45,1.92,-0.875,0.86%,2.0,7.1,27.0,8.0,
