Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Jason Tyner CF,5.0,1.0,2.0,0.0,0.0,2.0,5.0,0.269,0.296,0.282,0.578,14.0,11.0,-0.002,1.02,0.096,-0.098,0%,0.0,0.1,1.0,0.0,
Steve Cox 1B,4.0,2.0,2.0,4.0,1.0,0.0,5.0,0.23,0.288,0.41,0.698,19.0,7.0,0.199,0.9,0.213,-0.014,0%,0.0,3.2,12.0,0.0,HR
Greg Vaughn LF,5.0,1.0,1.0,2.0,0.0,2.0,5.0,0.257,0.34,0.525,0.865,20.0,11.0,0.052,0.78,0.146,-0.094,0%,0.0,0.1,1.0,0.0,HR
Fred McGriff DH,4.0,0.0,2.0,0.0,1.0,0.0,5.0,0.336,0.404,0.56,0.964,17.0,7.0,0.036,0.62,0.061,-0.025,0%,0.0,0.3,,,"2B,IW"
Damian Rolls PR-DH,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.27,0.302,0.355,0.657,,,0.0,,0.0,0.0,0%,,0.0,,,
Ben Grieve RF,5.0,1.0,1.0,0.0,0.0,3.0,5.0,0.242,0.35,0.367,0.717,23.0,15.0,0.032,1.19,0.129,-0.097,0%,0.0,-0.8,2.0,0.0,2B
Aubrey Huff 3B,5.0,0.0,2.0,2.0,0.0,2.0,5.0,0.241,0.283,0.364,0.646,21.0,15.0,0.19,1.11,0.24,-0.05,0%,0.0,1.6,0.0,1.0,
John Flaherty C,5.0,1.0,2.0,0.0,0.0,0.0,5.0,0.253,0.27,0.338,0.608,11.0,6.0,-0.088,0.8,0.039,-0.127,0%,0.0,-0.3,6.0,0.0,
Brent Abernathy 2B,4.0,0.0,1.0,1.0,0.0,1.0,4.0,0.273,0.333,0.545,0.879,16.0,11.0,0.062,1.45,0.133,-0.071,0%,0.0,-0.6,4.0,7.0,GDP
Andy Sheets SS,4.0,2.0,2.0,0.0,0.0,1.0,4.0,0.222,0.288,0.303,0.591,11.0,8.0,0.033,0.98,0.086,-0.052,0%,0.0,0.4,1.0,5.0,2B
,,,,,,,,,,,,,,,,,,,,,,,
Albie Lopez P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Paul Wilson P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Doug Creek P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Team Totals,41.0,9.0,15.0,9.0,2.0,11.0,43.0,0.366,0.395,0.585,0.981,152.0,91.0,0.514,0.97,1.143,-0.628,0.00%,0.0,4.0,27.0,15.0,
