Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Juan Pierre CF,5.0,1.0,3.0,1.0,0.0,2.0,5.0,0.274,0.323,0.318,0.641,22.0,17.0,0.021,1.35,0.178,-0.157,0.01%,0.85,0.7,2.0,0.0,"3·SB,CS"
Jose Ortiz 2B,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.244,0.31,0.308,0.618,2.0,1.0,0.06,1.16,0.06,0.0,0.02%,0.73,0.7,,,
Terry Shumpert PR-2B,4.0,1.0,0.0,0.0,0.0,1.0,4.0,0.24,0.325,0.375,0.7,16.0,10.0,-0.152,1.31,0.0,-0.152,-0.06%,0.83,-1.3,1.0,4.0,
Larry Walker DH,2.0,1.0,1.0,1.0,2.0,0.0,5.0,0.31,0.405,0.548,0.953,22.0,9.0,0.091,1.15,0.132,-0.042,0.03%,0.73,0.3,,,"2B,SF"
Todd Helton 1B,5.0,1.0,2.0,1.0,0.0,1.0,5.0,0.349,0.44,0.651,1.091,21.0,15.0,0.101,1.56,0.213,-0.112,0.04%,0.99,1.1,9.0,0.0,2B
Todd Zeile 3B,5.0,0.0,1.0,1.0,0.0,2.0,5.0,0.299,0.36,0.493,0.853,24.0,17.0,0.005,1.13,0.057,-0.052,0.00%,0.72,-0.2,2.0,2.0,
Todd Hollandsworth RF,3.0,0.0,1.0,1.0,1.0,0.0,4.0,0.286,0.335,0.476,0.811,12.0,6.0,-0.087,2.04,0.091,-0.178,-0.03%,1.29,-0.3,3.0,0.0,"2B,IW"
Benny Agbayani LF,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.213,0.26,0.348,0.609,15.0,9.0,-0.12,1.11,0.0,-0.12,-0.05%,0.7,-1.1,0.0,0.0,
Juan Uribe SS,4.0,1.0,1.0,0.0,0.0,1.0,4.0,0.25,0.306,0.337,0.643,11.0,8.0,-0.029,0.79,0.038,-0.067,-0.01%,0.5,0.1,1.0,2.0,2B
Gary Bennett C,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.22,0.286,0.284,0.57,6.0,5.0,-0.003,0.56,0.018,-0.02,-0.00%,0.36,-0.2,4.0,1.0,
Greg Norton PH,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.186,0.275,0.386,0.661,6.0,2.0,0.031,0.92,0.031,0.0,0.01%,0.57,0.2,,,SB
Bobby Estalella C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.234,0.326,0.584,0.91,,,,,,,,,,1.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Mike Hampton P,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
Justin Speier P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Dennys Reyes P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,36.0,5.0,10.0,5.0,4.0,8.0,41.0,0.278,0.341,0.389,0.73,157.0,99.0,-0.082,1.26,0.818,-0.9,-0.03%,0.8,-0.0,24.0,11.0,
