Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Ryan Dempster, L (6-7)",6,7,4,4,3,4,2,5.07,27,113,65,34,12,19,9,11,5,0,43.0,,,-0.147,0.52,-0.07%,0.43,-0.7
Armando Almanza,2,0,0,0,0,3,0,2.04,6,27,17,8,5,4,2,1,0,0,,0.0,0.0,0.044,0.28,0.02%,0.24,1.1
Team Totals,8,7,4,4,3,7,2,4.5,33,140,82,42,17,23,11,12,5,0,43.0,0.0,0.0,-0.103,0.48,-0.05%,0.4,0.4
