0,1,2
1.0,Dustan Mohr,LF
2.0,Cristian Guzman,SS
3.0,Corey Koskie,3B
4.0,Matt LeCroy,DH
5.0,Torii Hunter,CF
6.0,Todd Sears,1B
7.0,Michael Cuddyer,RF
8.0,Tom Prince,C
9.0,Luis Rivas,2B
,Kenny Rogers,P
